Time to Predict (per molecule),Test RMSE,MSE 1%,MSE 5%,MSE 10%,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 1%,Std 5%,Std 10%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.8614950971029163,8.876405187854282,65.43097971195672,64.90006945202614,66.04038614711519,67.11622957633014,70.08496156409191,72.48485084472841,75.0738643540177,75.99548029466702,0.6218442053078845,0.2673064758629521,0.17475177464098512,0.2208838788094946,0.08272234055048915,0.5306039825263771,0.24500040931456563,0.27894471770273677
