params,mean_test_score,std_test_score,fit_time
"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 15, 'p': 3, 'weights': 'uniform'}",14.104535283494432,0.8433642520246919,0.1849985122680664
"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 15, 'p': 3, 'weights': 'distance'}",12.68366086211824,0.8921118073341551,0.18600034713745117
"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 21, 'p': 1, 'weights': 'uniform'}",13.78253018938338,0.9321822389609533,0.07399296760559082
"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 21, 'p': 1, 'weights': 'distance'}",12.365790555766065,0.939854574067191,0.07300186157226562
"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 21, 'p': 2, 'weights': 'uniform'}",14.157359845533994,0.9046299480104278,0.07699871063232422
"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 21, 'p': 2, 'weights': 'distance'}",12.502540120941955,0.9227712953868945,0.07899951934814453
"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 21, 'p': 3, 'weights': 'uniform'}",14.226749411428766,0.9438875272909714,0.20599937438964844
"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 21, 'p': 3, 'weights': 'distance'}",12.556673628098252,0.9550366298280973,0.2070016860961914
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",14.017184359577627,0.842833514945558,0.05499887466430664
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",14.098482306810302,1.0227431476294344,0.056000709533691406
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",14.828398221656148,0.911244147669372,0.057999610900878906
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",14.63863649371269,1.0272285027735,0.05800008773803711
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 3, 'p': 3, 'weights': 'uniform'}",14.765572980299686,0.8823361915009245,0.1380009651184082
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 3, 'p': 3, 'weights': 'distance'}",14.598336818303897,0.9658883688929281,0.13700056076049805
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",13.484193156708681,0.9021273169005762,0.06400036811828613
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",13.265286778332234,0.9808619305953167,0.05900001525878906
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",14.143066828597856,0.7978113266757177,0.059999942779541016
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",13.640219875805872,0.9682832218767528,0.06099867820739746
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 5, 'p': 3, 'weights': 'uniform'}",14.119226310157563,0.7660886303823973,0.14800190925598145
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 5, 'p': 3, 'weights': 'distance'}",13.60529613165706,0.9234016440770872,0.152998685836792
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",13.223637388110253,0.8818367488996721,0.06100344657897949
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",12.88737039602184,0.9351356016957951,0.06099748611450195
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",13.997243639848318,0.7182138977882792,0.06399941444396973
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",13.1854718427146,0.8681085901025788,0.06399965286254883
