Molecule Name,Type,C-Number,Dynamic Or Kinematic,Viscosity_40C,Viscosity_100C,Thermal Conductivity_40C,Thermal Conductivity_100C,Density_40C,Density_100C,Viscosity Prediction,Heat Capacity_40C,Heat Capacity_100C,Density Prediction,Thermal Conductivity Prediction,Heat Capacity Prediction,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
"2,2-diphenylpropane",Aromatic,15,Kinematic,4.56,1.41,0.142,0.134,0.985,0.942,Experimental,251.0,297.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.19800118,0.32538036,0.54231894,0.20510128,-0.26323062,0.13462217,-0.18141738,-0.08253035,-0.06334515,-0.117537126,0.66374344,0.42170927,0.26918533,-0.116501465,-0.81706554,-0.37513414,-0.32132667,0.30957112,-0.4754099,-0.3925299,-0.085355915,0.36584127,0.5671974,-0.25635305,0.0075848023,0.32135478,-0.37287915,0.04506235,-0.5790735,0.17350313,-0.2963098,0.26416737,-0.30624032,-0.0073281927,0.6045287,-0.44986814,0.3467921,0.096196085,0.10690611,-0.00032879654,0.053056724,0.36725762,-0.23456666,-0.3435252,-0.13207772,0.07027732,-0.03249512,0.0625352,-0.11019405,-0.017725935,0.15400603,0.04208179,-0.51296717,0.013526052,0.32464924,-0.04610108,0.22466372,-0.51112515,-0.1614755,0.20701209,0.040099267,-0.3382105,-0.05745316,-0.104473375,-0.16394402,-0.1764861,0.2330299,0.08890942,0.08540265,-0.18882361,-0.458986,0.12553431,0.15307045,-0.3074915,-0.28048864,0.08866991,1.0115889,0.26403317,-0.29557946,-0.23669027,-0.025452742,0.68494713,0.18913725,0.043937784,-0.19923908,0.10431288,0.21900292,0.3596454,-0.26136017,0.51356834,-0.14364497,0.014184975,-0.4116469,-0.1297314,0.4100281,-0.34555975,-0.29852763,-0.12783329,0.23611774,-0.0030734693,-0.40207085,-0.3239792,0.6229922,0.3404258,0.24197902,-0.40775004,-0.04486975,0.14048357,0.0039051387,-0.32938108,0.1733999,-0.20714279,0.0460229,0.114125416,0.12864426,0.4458201,-0.1505113,-2.023674e-05,-0.153584,-0.017471746,0.22739786,-0.036592845,0.32947603,-0.24499492,0.08999251,-0.0028839966,-0.6216273,-0.032598168
4-ethylbenzophenone,Ether,15,Dynamic,6.5,2.3,0.172,0.164,1.07,1.029,PPDS 9,258.0,300.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.2811947,0.3098082,0.5570732,0.23407723,-0.17775959,0.07546317,-0.09849077,-0.018362649,-0.21076728,-0.1449679,0.5872762,0.4419525,0.2136695,-0.061063044,-0.5872206,-0.37285134,-0.18218972,0.34291515,-0.46815804,-0.2461161,-0.086541034,0.37420303,0.45725173,-0.1913046,-0.004290088,0.34023917,-0.30213466,0.056494735,-0.562636,0.08328387,-0.32043403,0.22194208,-0.22109386,0.054716036,0.49961025,-0.401761,0.34463498,0.10808708,0.067098044,0.0025919129,-0.0037199156,0.4426076,-0.15124092,-0.2570578,-0.15534665,0.07137263,-0.035411473,0.13695332,-0.056832783,-0.01991144,0.14296563,0.058143787,-0.37478516,-0.015154497,0.3262431,0.0104691265,0.16375133,-0.5388536,-0.082952105,0.18534432,0.07673713,-0.30869454,-0.09733053,-0.11133393,-0.1579809,-0.14252909,0.22514434,0.098699406,0.06400288,-0.17230219,-0.3648527,0.12956055,0.13527319,-0.3417146,-0.22375755,0.19118093,0.91934484,0.18973035,-0.30852354,-0.2086556,-0.003409032,0.5879262,0.15797381,0.062496606,-0.25785688,-0.0012858828,0.25191036,0.30453107,-0.21563555,0.4344211,-0.055547364,-0.03188636,-0.41068414,-0.086000234,0.4544902,-0.24410704,-0.37068573,-0.1539,0.27885807,-0.06648281,-0.394136,-0.35075983,0.6757068,0.2842064,0.27867183,-0.3120703,0.026473554,0.113506064,0.011401779,-0.30886656,0.20164314,-0.13571501,0.052081473,0.03336346,0.16979237,0.33033535,-0.13082434,-0.07648258,-0.1429543,-0.049520593,0.22102842,0.007067924,0.33934563,-0.25474402,0.06649575,0.023599977,-0.540295,0.03393091
"3,4-dimethylbenzophenone",Ether,15,Dynamic,6.6,2.5,0.161,0.152,1.079,1.038,PPDS 9,259.0,301.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.23779419,0.30161378,0.5466717,0.20843102,-0.18463829,0.09493904,-0.12990142,-0.04371238,-0.12633434,-0.13482068,0.58305377,0.40536028,0.24233702,-0.09548489,-0.66857904,-0.36771,-0.24114145,0.31834185,-0.4558358,-0.299776,-0.073909275,0.35270742,0.47976494,-0.21429235,-0.007736369,0.34625188,-0.31908458,0.043487396,-0.54604936,0.14343789,-0.29175562,0.2547744,-0.25614366,0.084752366,0.53333735,-0.42513037,0.31774876,0.09650031,0.07061396,0.007816801,0.028248914,0.4023194,-0.19715069,-0.2544169,-0.15555525,0.053054377,-0.00013926724,0.09310832,-0.121637866,-0.04958481,0.13521385,0.03151561,-0.4324326,0.012497305,0.31240636,-0.03556352,0.19166099,-0.496345,-0.115983315,0.16064122,0.057549622,-0.32937437,-0.06928047,-0.0878418,-0.15645614,-0.15752602,0.2129076,0.08770904,0.06561278,-0.21076955,-0.4154539,0.1174174,0.1334266,-0.32288066,-0.25116,0.1528411,0.9360615,0.17133695,-0.31132582,-0.25113222,-0.038255826,0.606608,0.17534062,0.03501116,-0.25101072,0.046690997,0.21692778,0.3248402,-0.22770657,0.47462168,-0.12709396,-0.0127698025,-0.40412298,-0.1008034,0.40743855,-0.2961569,-0.3180298,-0.12457301,0.25039876,-0.04610587,-0.37110144,-0.342749,0.63863665,0.28750086,0.24187978,-0.35313797,-0.03556586,0.12540713,0.04010539,-0.2789751,0.16052383,-0.17403401,0.06740245,0.06103578,0.13820355,0.39187095,-0.15279236,-0.055447802,-0.13544177,-0.04992833,0.22049145,-0.035837516,0.33122247,-0.20617503,0.043369796,0.015003625,-0.5683349,0.018696694
1-pentylnaphthalene,Aromatic,15,Dynamic,4.94,1.48,0.203,0.192,0.953,0.913,Experimental,265.0,312.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.32891902,0.26125807,0.5671637,0.14814445,-0.19945042,0.04449235,-0.003533189,0.077000186,-0.31611642,-0.17291838,0.6536626,0.566259,0.024836136,0.04207891,-0.5871401,-0.43729174,-0.037434082,0.35944033,-0.5183963,-0.29439032,-0.04616821,0.33311474,0.57057077,-0.15989982,0.17226467,0.24146111,-0.24013433,0.13629596,-0.5207181,-0.1596941,-0.34772304,0.23094882,-0.111438766,-0.11547369,0.38218716,-0.31136897,0.41805512,0.10516988,0.052225076,-0.06740892,-0.049060028,0.51733136,-0.17910083,-0.46145615,-0.1420345,0.1217391,-0.105154164,0.25588173,0.11638101,0.15972225,0.0013240126,0.22556254,-0.322821,-0.058557134,0.38481802,0.06606807,0.12340066,-0.6358309,0.091405794,0.2405746,0.18735178,-0.24683931,-0.23507066,-0.1857617,-0.14996466,-0.017361887,0.25661045,0.17043301,-0.08912091,-0.009114056,-0.24564764,0.1594252,0.30694953,-0.35719442,-0.1344141,0.22916982,0.8532859,0.24599719,-0.26558825,-0.09445771,0.09438622,0.541238,0.04341132,0.096967034,-0.22185582,-0.06998315,0.35187504,0.17573865,-0.17686558,0.3565904,0.041490365,-0.12637246,-0.28642246,-0.13962816,0.4345441,-0.09616615,-0.43414253,-0.27594757,0.24696384,-0.017712329,-0.4745338,-0.19369385,0.6738896,0.34272853,0.4548714,-0.2887807,0.083537705,0.057824396,-0.064667486,-0.3831311,0.18147945,-0.08298917,-0.061697807,0.01094841,0.25814953,0.20603535,0.026655301,0.007475679,-0.16251752,-0.032210633,0.15875973,0.10941073,0.3494687,-0.43181795,0.114715144,0.137271,-0.47369713,-0.012077917
"2-cyclohexylmethyl-1,4-dimethyl-benzene",Aromatic,15,Kinematic,7.59,1.72,0.119,0.112,0.937,0.896,Experimental,279.0,329.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.2875076,0.13001846,0.5440729,-0.0421449,-0.24023435,0.06023351,0.02311077,0.14894754,-0.31802088,-0.14990342,0.65993357,0.6056177,-0.17289402,0.14669117,-0.6485256,-0.5079885,0.058438823,0.31479588,-0.51212615,-0.41379037,0.0075647933,0.16099007,0.6360045,-0.14351481,0.33405963,0.08088813,-0.1607316,0.18186164,-0.36958113,-0.37218672,-0.29656157,0.27875686,-0.035448924,-0.2920547,0.24558328,-0.20359293,0.3928176,0.04870645,0.009628388,-0.16555768,-0.04419235,0.47410816,-0.3024777,-0.6511427,-0.06175623,0.08625591,-0.17067806,0.2773915,0.23889269,0.3661478,-0.14835422,0.36177218,-0.34020334,-0.07737051,0.3205668,0.0823312,0.07703702,-0.63898796,0.24340777,0.30328423,0.27892962,-0.1424092,-0.34059525,-0.18386887,-0.14330173,0.097428635,0.22843537,0.22329289,-0.20562688,0.1227052,-0.14902069,0.19150287,0.4615773,-0.3312396,-0.016433256,0.18275382,0.70343834,0.2825486,-0.14400789,0.034696527,0.09198615,0.4403317,0.008250782,0.06675947,-0.16115502,-0.09762649,0.37381938,0.027937992,-0.12864868,0.24610241,0.044189032,-0.19719224,-0.13414924,-0.2028923,0.28796732,0.030767428,-0.37995464,-0.3604556,0.10823871,0.107257724,-0.47656983,0.06574943,0.49696815,0.36864018,0.57958764,-0.25572032,0.06678248,-0.044952597,-0.09987723,-0.3309405,0.05878982,-0.05361932,-0.11359513,0.06329887,0.25322598,0.14926162,0.13448423,0.13032566,-0.09686114,0.035837386,0.13199104,0.12843297,0.29302785,-0.49171448,0.1267316,0.2787519,-0.40226275,-0.078881815
"1-pentyl-1,2,3,4-tetrahydro-naphthalene",Aromatic,15,Kinematic,4.28,1.38,0.131,0.124,0.914,0.874,Experimental,282.0,332.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.31379133,0.14686103,0.54984343,-0.020303236,-0.24225529,0.030357692,0.057490736,0.17270637,-0.37940463,-0.1588875,0.68353003,0.64917165,-0.197543,0.16758081,-0.5954794,-0.5089003,0.10691082,0.33867082,-0.5206373,-0.37538403,0.0036154103,0.18620077,0.63760847,-0.12689383,0.3517102,0.0752988,-0.15194665,0.20140375,-0.3859146,-0.4211446,-0.3230292,0.24733476,-0.006233006,-0.32799944,0.22123556,-0.18246421,0.4249961,0.056844022,0.01802505,-0.17112015,-0.071548484,0.5162859,-0.26183122,-0.67192966,-0.06553414,0.11483731,-0.20201634,0.32314596,0.30019966,0.39106697,-0.14897022,0.3891616,-0.29428783,-0.09868939,0.35215914,0.11581698,0.053697255,-0.67403966,0.27559832,0.32068834,0.29652953,-0.12892431,-0.37451673,-0.21703371,-0.14176272,0.11239914,0.24690759,0.24021979,-0.21610244,0.16550955,-0.10669348,0.19411321,0.47442847,-0.35026237,-4.33213e-05,0.21293962,0.6986765,0.3002125,-0.14257415,0.06819442,0.13426666,0.43004543,-0.021566343,0.10625894,-0.15688396,-0.1345531,0.4102084,0.008121331,-0.1183915,0.22025903,0.10462006,-0.21562915,-0.13262886,-0.19317456,0.32880086,0.067096926,-0.4252373,-0.3901895,0.13975653,0.09060286,-0.51042086,0.063601196,0.54088515,0.3771091,0.61572444,-0.2306539,0.120267466,-0.052445617,-0.13172743,-0.37583557,0.09719081,-0.02706104,-0.1460241,0.035330623,0.29120225,0.09607003,0.16783145,0.12359582,-0.118795745,0.026943142,0.11201318,0.17608772,0.30864885,-0.55555344,0.14663342,0.27847445,-0.37880495,-0.08224012
"1,3-dicyclopentylcyclopentane",Cyclic Paraffin,15,Dynamic,2.86,1.2,0.123,0.116,0.881,0.836,ViscosityL,277.0,335.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.29559943,-0.032536227,0.6283021,-0.3070872,-0.34987766,-0.015656456,0.10281378,0.35183233,-0.49571875,-0.104305625,0.810309,0.85322356,-0.50380903,0.37389508,-0.64468163,-0.6695049,0.32557923,0.36291233,-0.54622275,-0.5296689,0.082048886,-0.043723933,0.6997237,-0.10803366,0.58603376,-0.1384751,-0.04125862,0.2887717,-0.15234578,-0.7913762,-0.3277096,0.30497822,0.10890127,-0.6292876,0.021219756,0.0056751464,0.4090927,-0.06794888,-0.035364907,-0.37779096,-0.11470338,0.5577393,-0.45008636,-0.991978,0.10168934,0.037091516,-0.410993,0.39985806,0.55851394,0.7741851,-0.32585222,0.60674393,-0.31085628,-0.1497434,0.2662456,0.1768002,-0.07853283,-0.7344621,0.5409652,0.48031738,0.43485647,0.060535237,-0.6334221,-0.23493811,-0.1473915,0.26241705,0.21842766,0.3830317,-0.34087884,0.3684576,0.07206852,0.2664803,0.68213993,-0.44084308,0.20854513,0.1780665,0.51030445,0.37183496,0.06709395,0.32882974,0.10638357,0.24682488,0.00065800763,0.17807268,-0.08933779,-0.26647168,0.50850886,-0.25139993,-0.015577895,0.024920188,0.15568852,-0.3661364,0.015787803,-0.23923148,0.21407188,0.29077736,-0.39597547,-0.57769996,-0.006695281,0.25392774,-0.6075722,0.47272626,0.3328157,0.43882528,0.88367724,-0.13202998,0.19664134,-0.25902864,-0.22152038,-0.3227666,-0.032019157,0.0477438,-0.22476459,0.12612602,0.30821273,-0.008021394,0.31420386,0.27250686,0.0047627003,0.11950414,0.09849424,0.22450098,0.26729473,-0.70551294,0.14160603,0.49747166,-0.29664454,-0.20705467
"1,3-dicyclopentylcyclopentane",Cyclic Paraffin,15,Dynamic,2.95,1.22,0.123,0.116,0.896,0.857,Experimental,277.0,335.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.29559943,-0.032536227,0.6283021,-0.3070872,-0.34987766,-0.015656456,0.10281378,0.35183233,-0.49571875,-0.104305625,0.810309,0.85322356,-0.50380903,0.37389508,-0.64468163,-0.6695049,0.32557923,0.36291233,-0.54622275,-0.5296689,0.082048886,-0.043723933,0.6997237,-0.10803366,0.58603376,-0.1384751,-0.04125862,0.2887717,-0.15234578,-0.7913762,-0.3277096,0.30497822,0.10890127,-0.6292876,0.021219756,0.0056751464,0.4090927,-0.06794888,-0.035364907,-0.37779096,-0.11470338,0.5577393,-0.45008636,-0.991978,0.10168934,0.037091516,-0.410993,0.39985806,0.55851394,0.7741851,-0.32585222,0.60674393,-0.31085628,-0.1497434,0.2662456,0.1768002,-0.07853283,-0.7344621,0.5409652,0.48031738,0.43485647,0.060535237,-0.6334221,-0.23493811,-0.1473915,0.26241705,0.21842766,0.3830317,-0.34087884,0.3684576,0.07206852,0.2664803,0.68213993,-0.44084308,0.20854513,0.1780665,0.51030445,0.37183496,0.06709395,0.32882974,0.10638357,0.24682488,0.00065800763,0.17807268,-0.08933779,-0.26647168,0.50850886,-0.25139993,-0.015577895,0.024920188,0.15568852,-0.3661364,0.015787803,-0.23923148,0.21407188,0.29077736,-0.39597547,-0.57769996,-0.006695281,0.25392774,-0.6075722,0.47272626,0.3328157,0.43882528,0.88367724,-0.13202998,0.19664134,-0.25902864,-0.22152038,-0.3227666,-0.032019157,0.0477438,-0.22476459,0.12612602,0.30821273,-0.008021394,0.31420386,0.27250686,0.0047627003,0.11950414,0.09849424,0.22450098,0.26729473,-0.70551294,0.14160603,0.49747166,-0.29664454,-0.20705467
"1,2-bis(2-ethoxyethoxy)ethane",Ether,15,Dynamic,2.8,1.26,0.197,0.183,1.058,0.998,PPDS 9,310.0,344.0,VDNSExpansion,TransportPolynomial,Wilhoit,0.5230281,-0.09272686,0.41120803,-0.42673555,0.22958165,0.50398374,-0.11015096,-0.22820303,-0.27235928,-0.34468925,-0.2094197,0.07972909,-0.31697273,0.120746,-0.52936965,-0.6898341,0.02448173,-0.29656607,-0.3991579,-0.40199196,-0.09639477,-0.48554727,0.4892675,0.13579112,0.34790152,0.017580168,0.12340266,0.066085905,-0.38358247,-0.40839127,0.26066968,0.332511,0.008706763,0.03882819,0.11011051,-0.5108772,-0.065958805,0.17158806,-0.3156072,0.24589022,0.24826282,-0.15158515,-0.5048969,-0.019652285,-0.23794286,-0.14720933,0.4973652,0.19455,-0.022118006,0.06699177,-0.5765494,0.31582555,-0.46105915,-0.13604265,0.021532705,0.14380698,0.10500127,-0.5497235,0.31196436,0.21129711,0.49265385,-0.09414746,0.06217036,0.18328142,-0.25630027,0.12494571,0.1823685,-0.13225193,-0.3578277,0.12559412,-0.15360557,0.2168557,0.80795044,0.08410349,0.035238106,0.47347963,0.3858667,-0.15417342,-0.026498577,-0.38456935,0.0322441,0.36770475,-0.16398379,-0.7640083,-0.44941303,0.0583754,-0.27891833,0.2789541,-0.3556473,0.019763963,-0.17197749,0.08594909,0.14046897,-0.2563783,-0.54427606,0.008218674,-0.25815555,-0.036525495,-0.2321089,0.33750308,0.25740805,0.018630335,0.2592372,0.14530917,0.29923078,-0.26472604,-0.29424015,-0.23217723,0.31911767,0.34983283,-0.63769585,-0.033263106,0.28877506,-0.30620912,0.029050963,0.35617,-0.12060359,0.19004661,-0.011555528,0.07894113,0.33158624,0.032162555,0.06047329,0.02793332,0.02462447,0.556303,-0.21233414,0.3018641
1-phenylnonane,Aromatic,15,Kinematic,2.59,1.05,0.15,0.141,0.844,0.801,Experimental,300.0,352.0,VDNSExpansion,TransportPolynomial,Wilhoit,0.2685394,0.12767531,0.5475359,-0.04071114,-0.25383025,0.075748086,0.0053496775,0.13108751,-0.310869,-0.14654456,0.6639467,0.58134925,-0.16324188,0.14071327,-0.68767416,-0.5366265,0.031318247,0.31899694,-0.5179728,-0.42731768,0.006971625,0.130308,0.6564537,-0.14892347,0.3388549,0.042828485,-0.174646,0.18652168,-0.3904096,-0.37785742,-0.27162385,0.28561962,-0.036440827,-0.32925397,0.25054562,-0.23183437,0.4048244,0.054861516,0.011770528,-0.15343457,-0.025587225,0.44495493,-0.307748,-0.6614629,-0.069888994,0.09896925,-0.1735012,0.2672995,0.27425835,0.38204062,-0.13969776,0.37651718,-0.36954316,-0.08428884,0.304696,0.10207831,0.07212183,-0.66707915,0.2337021,0.34145123,0.3019179,-0.14184153,-0.31838647,-0.18549214,-0.15230507,0.091710836,0.23849888,0.21684696,-0.17091638,0.16006477,-0.16242662,0.20611584,0.47266012,-0.30598173,-0.0039238133,0.17091276,0.7263078,0.31197107,-0.12519623,0.040001668,0.10274811,0.4675921,0.008900006,0.03644256,-0.14100161,-0.07047398,0.3658618,0.04492231,-0.16565771,0.24023645,0.05710136,-0.1643846,-0.14218341,-0.21561383,0.26253736,0.010551412,-0.38782665,-0.38374627,0.09093544,0.14537317,-0.4730543,0.07655369,0.50023174,0.3580214,0.56234777,-0.25286984,0.066369176,-0.06346712,-0.097639866,-0.3304212,0.05359171,-0.06018257,-0.1064328,0.068942696,0.2541339,0.15545723,0.13038781,0.16497426,-0.10935291,0.054917697,0.13336524,0.14532468,0.30320835,-0.5221237,0.1609562,0.29234418,-0.405305,-0.07556079
1-methyl-4-octylbenzene,Aromatic,15,Dynamic,2.014,0.85,0.137,0.128,0.844,0.804,ViscosityL,309.0,360.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.33661947,0.14416781,0.51387745,0.0044698273,-0.19923238,0.07574864,0.051181845,0.13074271,-0.350079,-0.1869806,0.6140601,0.579113,-0.1826228,0.13765492,-0.60801274,-0.496839,0.065943606,0.3008917,-0.5321317,-0.37640667,0.00081348,0.19448291,0.66588855,-0.12045387,0.34958887,0.080990635,-0.14905287,0.19688737,-0.4262805,-0.39997354,-0.2947154,0.25556108,-0.0005274595,-0.29050043,0.22585607,-0.21702309,0.43437523,0.09449765,0.01321337,-0.11891058,-0.050919816,0.46990278,-0.24930705,-0.6383822,-0.11522547,0.14093567,-0.12630944,0.31520265,0.26530913,0.34183592,-0.172201,0.3870257,-0.30189785,-0.08957565,0.35910752,0.112575546,0.09573338,-0.6874119,0.24997078,0.29535675,0.30862778,-0.16179116,-0.30744883,-0.20832984,-0.14064625,0.11774805,0.26133564,0.20518611,-0.2414341,0.16432256,-0.12921062,0.1959797,0.48754755,-0.2861032,-0.02033517,0.22130562,0.70588535,0.2923943,-0.17554957,0.017361995,0.16363318,0.46772698,-0.06743256,0.033075336,-0.16225283,-0.082307115,0.379593,0.047222607,-0.15363738,0.24161172,0.103519306,-0.1818687,-0.10419468,-0.21738233,0.29725298,0.05082501,-0.4347738,-0.37276903,0.12195707,0.090663925,-0.46179703,0.019552989,0.55738586,0.36663744,0.57496524,-0.2648954,0.078860134,-0.023042368,-0.10428516,-0.3693705,0.07165505,-0.039622776,-0.13406627,0.0151878875,0.2910252,0.10403372,0.16249366,0.135081,-0.14329742,0.027104564,0.111131035,0.17697403,0.30295095,-0.53061444,0.17357662,0.28059098,-0.37478843,-0.039673388
"1,2-dimethyl-4-heptylbenzene",Aromatic,15,Dynamic,4.58,0.99,0.119,0.112,0.859,0.818,Experimental,311.0,360.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.29704878,0.13542786,0.4978628,-0.020620575,-0.20591052,0.082055315,0.03469976,0.11453121,-0.29020754,-0.17371632,0.61098707,0.5511559,-0.17347114,0.116545424,-0.6561969,-0.48692164,0.031198224,0.2777882,-0.5119182,-0.41164115,0.0122065265,0.1701894,0.67735696,-0.13267122,0.34982672,0.07976977,-0.1561628,0.19001038,-0.40175498,-0.3657421,-0.27083206,0.27365932,-0.022939226,-0.2762314,0.24148339,-0.22337753,0.41177276,0.08418314,0.016659912,-0.1218853,-0.026699029,0.44147307,-0.2817687,-0.6386061,-0.10592068,0.12730962,-0.106905974,0.28521702,0.22457698,0.32984284,-0.18281095,0.37014413,-0.33535525,-0.0724766,0.3491263,0.07957303,0.109425604,-0.64534605,0.23346612,0.27482805,0.29499605,-0.16991188,-0.29271236,-0.1916639,-0.13789323,0.11114584,0.2503472,0.19783838,-0.24352035,0.14424568,-0.1558302,0.18327533,0.4905306,-0.2728758,-0.035608675,0.19316378,0.70395046,0.2762265,-0.17044704,-0.0046172813,0.14076103,0.47031334,-0.06079812,0.0171009,-0.15368836,-0.054563463,0.35701272,0.05330801,-0.15554214,0.26579943,0.049986742,-0.17371891,-0.0916779,-0.22903144,0.2560898,0.020081976,-0.39277136,-0.35085094,0.09696506,0.10995873,-0.44479424,0.039810438,0.5215424,0.36829224,0.5568053,-0.28733888,0.037111938,-0.019226057,-0.087585546,-0.34734985,0.033965357,-0.065171175,-0.12756822,0.027221814,0.26934367,0.14429386,0.153422,0.15483846,-0.1351686,0.026895866,0.105147004,0.15078889,0.28966087,-0.49783492,0.15574902,0.27471218,-0.3855537,-0.05697284
"1,2-dimethyl-4-heptylbenzene",Aromatic,15,Dynamic,2.5,1.25,0.119,0.112,0.859,0.818,PPDS 9,311.0,360.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.2970488,0.13542786,0.4978628,-0.02062058,-0.20591052,0.082055315,0.03469977,0.114531234,-0.29020754,-0.17371634,0.61098707,0.55115587,-0.17347112,0.116545424,-0.65619695,-0.4869216,0.031198207,0.27778822,-0.5119182,-0.4116411,0.012206531,0.1701894,0.67735696,-0.13267122,0.34982675,0.0797698,-0.15616277,0.19001035,-0.401755,-0.36574212,-0.2708321,0.27365935,-0.022939235,-0.2762314,0.24148342,-0.22337753,0.41177276,0.08418314,0.016659904,-0.1218853,-0.026699014,0.441473,-0.28176868,-0.6386061,-0.10592068,0.12730962,-0.106905974,0.28521702,0.224577,0.32984287,-0.18281093,0.3701441,-0.33535528,-0.0724766,0.34912634,0.07957303,0.10942562,-0.64534605,0.23346612,0.2748281,0.29499605,-0.16991192,-0.2927124,-0.1916639,-0.13789323,0.111145854,0.2503472,0.19783838,-0.24352036,0.14424565,-0.15583022,0.18327533,0.49053055,-0.27287576,-0.03560869,0.19316377,0.7039505,0.2762265,-0.17044705,-0.0046172864,0.14076105,0.47031334,-0.060798127,0.0171009,-0.15368836,-0.054563448,0.3570127,0.053308003,-0.15554214,0.2657994,0.049986742,-0.17371893,-0.09167783,-0.22903144,0.2560898,0.020082034,-0.3927714,-0.3508509,0.09696503,0.10995871,-0.44479424,0.039810445,0.5215423,0.36829227,0.5568053,-0.2873389,0.037111953,-0.019226061,-0.08758553,-0.3473499,0.03396536,-0.06517117,-0.12756822,0.027221818,0.2693437,0.14429386,0.15342201,0.15483843,-0.1351686,0.026895853,0.10514702,0.15078889,0.28966084,-0.49783486,0.15574901,0.2747122,-0.3855537,-0.056972835
"1,3-dicyclohexylpropane",Cyclic Paraffin,15,Kinematic,6.38,1.94,0.13,0.123,0.859,0.819,Experimental,302.0,360.0,VDNSExpansion,TransportPolynomial,PolynomialHC,0.3650393,-0.011929612,0.586628,-0.23768538,-0.28900912,0.015882818,0.1428451,0.32504204,-0.5323398,-0.16382672,0.73619634,0.8136909,-0.5075688,0.35682684,-0.59129566,-0.6493851,0.3332717,0.34315708,-0.5756048,-0.48017713,0.06511631,0.009844021,0.7331829,-0.07808875,0.60162926,-0.12921396,-0.024836559,0.30125597,-0.23653667,-0.8138472,-0.32143545,0.2779742,0.15224296,-0.60820204,0.0005951964,-0.0190204,0.46010378,-0.0054327315,-0.03603189,-0.31002587,-0.12528193,0.5517108,-0.37990695,-0.96291494,0.024359647,0.10176786,-0.33827555,0.44825748,0.57260185,0.721466,-0.3594888,0.63115025,-0.2581635,-0.1619304,0.317385,0.20906368,-0.045211114,-0.79695034,0.5439632,0.46069172,0.46777797,0.02755161,-0.58638793,-0.26195285,-0.14481458,0.291086,0.25016847,0.35154095,-0.39741382,0.40032405,0.091729894,0.26619586,0.7104598,-0.37815204,0.19509375,0.23058066,0.51998,0.3758961,0.016854906,0.29226446,0.19176538,0.28842452,-0.093520574,0.12675703,-0.10494384,-0.24386954,0.5098994,-0.21792485,-0.04245798,0.025761921,0.22562577,-0.346161,0.054584242,-0.25585014,0.22936073,0.3140378,-0.4633523,-0.5784256,0.01525706,0.22315478,-0.5821565,0.39388758,0.41168842,0.43461263,0.8668373,-0.14897929,0.19839197,-0.2167828,-0.2191506,-0.36785737,-0.0041360143,0.06552132,-0.24509992,0.06967889,0.35351646,-0.06353349,0.3454944,0.2599311,-0.05616433,0.10336336,0.07929372,0.27155605,0.28143385,-0.73775405,0.19173622,0.4974802,-0.2664478,-0.14893101
