Training Data Size,Average Test MSE,Std Test MSE,Average Training Time (s)
0.01,157.05392690787,27.167039382417745,4.60760817527771
0.05,34.431889093935794,6.191416029229894,5.9703662395477295
0.1,25.238860127169893,2.940814599016284,7.330179166793823
0.2,21.592256651176264,0.3178693603259019,10.770326042175293
0.4,19.310317051756666,0.6510086225803056,16.855819034576417
0.6,16.971957417417435,0.5730446168259983,23.572740268707275
0.8,16.332539785367572,2.2207100333156324,29.25088748931885
0.999,13.418310775687143,0.5369929485357864,36.78726086616516
