Training Data Size,Average Test MSE,Std Test MSE,Average Training Time (s)
0.01,195.46325856116954,10.774467835146474,2.37823600769043
0.05,95.75053470203616,3.0569522880795823,3.4292589664459228
0.1,88.60710919469979,1.7225668116933874,4.575953435897827
0.2,90.8669295325453,0.2818949879034926,6.93675537109375
0.4,87.24908036479513,0.7661763862518729,11.786620950698852
0.6,82.54866553141905,3.0893820870109274,16.69286847114563
0.8,76.90038911230769,2.2096041289961756,21.146461725234985
0.999,72.81234880031666,2.355586571752486,26.136108255386354
