Training Data Size,Average Test MSE,Std Test MSE,Average Training Time (s)
0.01,2.05179550413312,0.04558487169984069,8.664265060424805
0.05,1.7812775612713616,0.0328445669074282,17.033719301223755
0.1,1.4900759287305618,0.01595649368217821,27.06554388999939
0.2,1.4016533521866945,0.023661010907513578,47.388433170318606
0.4,1.3574006699717454,0.012900860275825921,87.01437606811524
0.6,1.337819717235418,0.015342681889386488,129.61550717353822
0.8,1.3436063152778701,0.010974724796130817,175.8356563091278
0.999,1.338304325466836,0.012371537167871325,212.74740886688232
