Thermal_Conductivity_40C,Thermal_Conductivity_100C,Density_40C,Density_100C,Heat_Capacity_40C,Heat_Capacity_100C,Viscosity_40C,Viscosity_100C,SELFIES
0.139,0.131,0.823,0.785,6.396929655,6.549650742,2.641910399,0.920282753,[C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch2][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1]
0.141,0.133,0.842,0.787,6.396929655,6.549650742,2.58021683,1.01523068,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.147,0.139,0.825,0.787,6.396929655,6.549650742,2.63977136,1.047318994,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.149,0.14,0.826,0.788,6.396929655,6.549650742,2.522523513,1.078409581,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.151,0.137,0.823,0.789,6.396929655,6.549650742,2.559550193,0.978326123,[C][C][C][C][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.148,0.139,0.826,0.791,6.396929655,6.549650742,2.610804817,1.057790294,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.149,0.14,0.824,0.878,6.396929655,6.549650742,2.604909442,1.150572028,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.16,0.151,0.814,0.778,6.400257445,6.551080335,2.186051277,1.043804052,[C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.148,0.139,0.821,0.786,6.400257445,6.552507887,2.298577072,0.841567186,[C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][Branch1]
0.133,0.126,0.811,0.78,6.413458957,6.556778356,1.458615023,0.530628251,[C][Branch1][Ring2][C][C][C][C][Branch1][Branch1][C][C][C][C][=C][C][C][C][C][C][C][C][=C][Branch1][Branch1][C][C][C][C][C][C][C][C]
0.172,0.16,1.001,0.96,6.416732283,6.559615237,2.671386217,1.105256831,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][C][C][C][C][Ring1][Branch1]
0.15,0.141,0.791,0.753,6.448889394,6.593044534,2.084429083,0.688134639,[C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.143,0.135,0.791,0.753,6.448889394,6.593044534,2.101692151,0.732367894,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C][C][C][C][C]
0.151,0.142,0.791,0.755,6.448889394,6.593044534,2.048982334,0.698134722,[C][C][C][C][C][C][C][C][C][C][C][Branch1][=Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.135,0.127,0.793,0.758,6.448889394,6.593044534,2.106570209,0.737164066,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C]
0.152,0.143,0.794,0.76,6.448889394,6.593044534,2.187174241,0.806475866,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C]
0.145,0.136,0.793,0.76,6.448889394,6.593044534,2.138889,0.765467842,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C][C][C]
0.148,0.14,0.793,0.762,6.448889394,6.593044534,2.196112848,0.867100488,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C]
0.143,0.134,0.795,0.755,6.447305863,6.59441346,2.237513096,0.727548607,[C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C]
0.14,0.131,0.794,0.756,6.447305863,6.59441346,2.213753879,0.698134722,[C][C][C][C][C][C][Branch1][=Branch1][C][C][C][C][C][C][C][C][C][C][Branch1][=Branch1][C][C][C][C][C][C][C][C][C][C]
0.138,0.13,0.798,0.765,6.447305863,6.59441346,2.095560924,0.683096845,[C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C]
0.13,0.123,0.806,0.774,6.447305863,6.59441346,2.00148,0.875468737,[C][Branch1][Ring1][C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][C][C][C]
0.13,0.123,0.915,0.88,6.448889394,6.59441346,3.17805383,1.791759469,[C][Branch1][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][Branch1][=N][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.131,0.123,0.792,0.757,6.448889394,6.595780514,2.201659174,0.746687947,[C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C]
0.135,0.127,0.799,0.764,6.447305863,6.595780514,2.224623552,0.75612198,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][Branch1][Ring1][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C]
0.144,0.136,0.902,0.856,,,3.055415276,1.199964783,[C][C][C][C][C][C][C][C][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1]
,,,,,,,,[C][Branch2][Ring1][=Branch2][C][C][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2]
,,,,,,,,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][C][Branch1][P][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C][=C][Ring2][Ring1][C]
,,,,,,,,[C][C][C][C][C][C][C][Branch2][Ring1][Branch2][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][=O]
,,,,,,,,[C][Branch1][=Branch2][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][#C][C][O][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][C][Branch1][#C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][=C][Ring2][Ring1][C]
,,,,,,,,[C][C][Branch1][C][C][C][C][C][Branch2][Ring1][S][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][Branch1][C][C][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C][C][C][C][Ring1][#Branch1]
,,,,,,,,[C][C][C][C][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][Branch1][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C@@H1][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][Branch2][Ring1][Branch2][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][O][C][Branch1][C][C][=O]
,,,,,,,,[C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][Branch1][C][C][C][Branch1][=C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][Branch1][C][O][Branch2][Ring1][Ring1][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][P][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][O][C][Branch1][C][C][=O]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][=C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C][C][C][C][Ring1][#Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C@H1][C][C][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C]
0.131,0.124,0.901,0.868,6.327936784,6.499787041,3.295836866,2.116255515,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][Branch1][N][C][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.129,0.123,0.878,0.841,6.342121419,6.507277712,3.200711854,1.381281819,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][=N][C][C][C][Ring1][Branch1][C][C][C][C][C][Ring1][Branch1][C][C][C][C][C][Ring1][Branch1]
0.196,0.184,0.85,0.811,6.376726948,6.523562306,2.269028309,0.920282753,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][O][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.196,0.184,0.85,0.811,6.376726948,6.523562306,2.16280565,0.65340273,[C][C][C][C][C][C][C][C][C][C][C][=Branch1][O][=C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.17,0.162,0.84,0.806,6.393590754,6.541029999,2.451005098,1.004301609,[C][Branch2][Ring1][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.15,0.142,0.842,0.807,6.393590754,6.542471961,2.501435952,0.97455964,[C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.138,0.126,0.848,0.812,6.400257445,6.54534966,2.474896717,1.100077881,[C][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.135,0.128,0.859,0.827,6.383506635,6.54534966,3.044522438,1.840549633,[C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.135,0.128,0.859,0.827,6.383506635,6.54534966,3.044522438,1.840549633,[C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.13,0.123,0.821,0.785,6.43775165,6.588926478,2.815408719,1.141033005,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C][C][Branch1][C][C][C][C][Ring1][Branch2][C]
0.148,0.139,0.819,0.784,6.439350371,6.591673732,2.385086315,0.951657876,[C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][Branch1]
0.148,0.139,0.819,0.784,6.439350371,6.591673732,2.336019869,0.970778917,[C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.14,0.133,0.8,0.769,6.486160789,6.630683386,1.667706821,0.470003629,[C][Branch1][Branch2][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.134,0.127,0.796,0.765,6.486160789,6.632001777,2.38923974,0.789910849,[C][C][C][C][C][C][Branch1][=Branch1][C][C][C][C][C][C][C][C][C][C][C][Branch1][=Branch1][C][C][C][C][C][C][C][C][C][C]
,,,,,,,,[C][Branch2][Ring1][#Branch2][C][C][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][=C][C][=C][C][Branch1][Branch2][C][C][C][C][C][C][C][=C][Ring1][=N][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1]
,,,,,,,,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][Branch2][Ring2][Ring1][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][Ring1][C][C][C][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][C][Branch1][Ring1][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][Branch1][=N][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][Branch2][Ring1][Branch2][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C][C][O][C][=Branch1][C][=O][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][=C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][Branch1][Branch1][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C]
,,,,,,,,[C][Branch1][=Branch2][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch2][Ring1][Ring1][C][Branch1][Ring1][C][C][O][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][=O][Branch1][Ring1][C][C][C][C]
0.185,0.176,0.98,0.945,6.206575927,6.366470448,3.176385773,1.337629189,[C][Branch2][Ring1][O][C][C][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.2,0.189,0.97,0.932,6.228511004,6.388561406,3.420019136,1.439835128,[C][Branch2][Ring1][O][C][C][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.174,0.165,0.909,0.876,6.317164687,6.469250317,2.950211758,1.313723668,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.18,0.167,0.898,0.858,6.335054251,6.490723535,2.941803932,1.311031877,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.15,0.143,0.874,0.837,6.390240667,6.543911846,3.391147046,1.69744879,[C][Branch2][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#Branch2]
0.14,0.134,0.874,0.843,6.391917113,6.543911846,3.161246712,1.591273942,[C][Branch2][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][C][C][C][C][Ring1][=Branch1][=C][C][=Ring1][#Branch2]
0.172,0.165,1.02,0.987,6.434546519,6.580639137,2.66792241,1.17557333,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.162,0.152,0.847,0.813,6.432940093,6.582025139,2.189122959,0.836779883,[C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.15,0.142,0.848,0.814,6.432940093,6.582025139,2.48490665,1.252762968,[C][Branch1][Ring2][C][C][C][C][Branch2][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.128,0.122,0.861,0.828,6.424869024,6.583409222,3.097219247,1.44245728,[C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][Ring1][=C]
0.143,0.135,0.852,0.817,6.423246964,6.584791392,3.472276963,1.446918983,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][Ring1][=Branch1]
0.137,0.13,0.869,0.837,6.423246964,6.584791392,3.252697373,1.460937904,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.136,0.129,0.858,0.826,6.431331082,6.588926478,1.931521412,0.875468737,[C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.163,0.155,0.952,0.91,6.470799504,6.620073207,3.637059705,1.619388243,[C][Branch2][Ring1][=C][C][C][Branch2][Ring1][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][Branch1][C][C][C][=C][C][=C][C][=Ring2][Ring1][Ring1][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][Branch1][C][C][C]
0.163,0.155,0.952,0.91,6.470799504,6.620073207,3.637059705,1.619388243,[C][Branch2][Ring1][O][C][=Branch1][#Branch1][=C][C][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][Branch1][C][C][C]
0.156,0.147,0.825,0.793,6.473890696,6.625392368,2.746790029,1.283195176,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.149,0.14,0.823,0.789,6.473890696,6.626717749,2.628285233,1.121677562,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.149,0.14,0.823,0.789,6.473890696,6.626717749,2.672077541,1.071583616,[C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.159,0.151,0.967,0.931,6.504288174,6.64898455,2.564949357,1.335001067,[C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][Branch1][#Branch2][C][C][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.159,0.151,0.967,0.931,6.504288174,6.64898455,2.564949357,1.335001067,[C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][Branch1][#Branch2][C][C][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.062,0.059,0.796,0.759,6.507277712,6.661854741,2.63188884,0.951657876,[C][C][Branch1][C][C][Branch2][Ring2][#Branch2][C][C][Branch2][Ring2][Ring2][C][C][=C][Branch1][S][C][C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C]
0.164,0.156,0.787,0.755,6.522092798,6.665683718,2.165619238,1.047318994,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.148,0.139,0.796,0.759,6.522092798,6.666956792,2.1690537,0.824175443,[C][C][C][C][C][C][C][C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.152,0.143,0.796,0.762,6.522092798,6.666956792,2.217027205,0.806475866,[C][C][C][C][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.152,0.143,0.797,0.763,6.522092798,6.666956792,2.322544571,0.90198489,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C]
0.149,0.141,0.796,0.766,6.522092798,6.666956792,2.564949357,1.335001067,[C][Branch1][Branch2][C][C][C][C][C][C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.139,0.132,0.809,0.778,6.522092798,6.668228248,2.00148,0.78845736,[C][Branch1][Ring1][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.064,0.06,0.798,0.76,6.522092798,6.678342115,2.938103161,1.05431203,[C][C][Branch2][Ring2][Ring2][C][C][C][Branch1][S][C][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C]
0.16,0.154,0.863,0.832,6.539585956,6.682108597,2.4137552,1.140496119,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C]
0.18,0.168,1.017,0.982,6.555356892,6.698268054,3.761200116,2.48490665,[C][Branch2][Ring1][Ring2][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C][C][C]
0.224,0.212,,,,,,,[C][C][C][C][C][C][C][Branch2][Ring1][O][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][=O]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][C][C]
