Thermal_Conductivity_40C,Thermal_Conductivity_100C,Density_40C,Density_100C,Heat_Capacity_40C,Heat_Capacity_100C,Viscosity_40C,Viscosity_100C,SELFIES
,,,,,,,,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][C][C][C][C][Ring1][Branch1]
,,,,,,,,[C][C][Branch1][C][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][Branch1][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][Branch1][C][C][Branch1][Ring1][C][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C]
,,,,,,,,[C][C][C][Branch1][Ring1][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C@@H1][C][C][C@H1][Branch1][C][C][C][C][Ring1][#Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1]
,,,,,,,,[C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C]
,,,,,,,,[C][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][O][C][C][Branch1][C][C][C][C][C][C][C][Ring1][#Branch1]
0.219,0.212,1.15,1.11,5.545177444,5.713732806,2.528524732,0.979828753,[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.254,0.243,1.094,1.054,5.598421959,5.765191103,3.263719163,1.117303187,[C][C][Branch1][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Ring1][=C]
0.173,0.163,0.943,0.89,5.700443573,5.860786223,1.550748916,0.365892333,[C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.15,0.142,0.944,0.904,5.703782475,5.863631176,1.458615023,0.470003629,[C][Branch1][Ring2][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.156,0.147,0.953,0.912,5.700443573,5.863631176,1.797159861,0.371618727,[C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.156,0.147,0.956,0.913,5.700443573,5.863631176,1.887069649,0.548121409,[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C]
0.152,0.143,0.951,0.91,5.697093487,5.866468057,2.564949357,1.223775432,[C][C][Branch2][Ring1][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
0.152,0.143,0.951,0.91,5.697093487,5.866468057,2.564949357,1.223775432,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.18,0.171,0.953,0.915,5.710427017,5.869296913,2.302585093,1.098612289,[C][C][C][=Branch2][Ring1][Ring2][=C][Branch1][=Branch1][C][=C][C][=Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][C]
0.128,0.121,0.959,0.918,5.707110265,5.869296913,1.589235205,0.405465108,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C]
0.195,0.186,0.951,0.914,5.710427017,5.872117789,2.397895273,1.098612289,[C][C][=Branch1][S][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][Branch1][C][C][C]
0.184,0.175,0.961,0.924,5.713732806,5.877735782,2.48490665,1.193922468,[C][C][=Branch2][Ring1][#Branch1][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C]
0.139,0.131,0.918,0.878,5.765191103,5.929589143,2.116255515,0.955511445,[C][C][C][C][=Branch1][=N][=C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C]
0.129,0.122,0.902,0.863,5.802118375,5.96100534,1.609437912,2.944438979,[C][Branch1][#Branch1][C][C][C][C][C][C][C][C][=C][C][C][C][C][C][Ring1][=Branch1][=C][C][=Ring1][#Branch2]
0.136,0.128,0.976,0.934,5.799092654,5.96100534,2.194910791,0.673658504,[C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.151,0.142,0.877,0.838,5.811140993,5.966146739,1.504077397,0.470003629,[C][C][Branch1][N][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][Branch1][C][C][C]
0.123,0.116,0.895,0.857,5.805134969,5.97126184,2.48490665,1.131402111,[C][C][Branch1][=Branch2][C][C][C][C][Branch1][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1]
0.151,0.142,0.942,0.9,5.846438775,5.996452089,1.064710737,0.182321557,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=C][C][C][C][C][C][C][C][C]
0.137,0.129,0.859,0.82,5.846438775,5.998936562,1.335001067,0.336472237,[C][C][Branch2][Ring1][Ring1][C][C][=C][Branch1][=Branch1][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
0.155,0.145,0.843,0.801,5.84932478,6.00635316,1.061256502,0.09531018,[C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.148,0.139,0.847,0.807,5.874930731,6.02827852,1.377243526,0.055595527,[C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.133,0.126,0.857,0.819,5.860786223,6.03068526,1.916922612,0.732367894,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.126,0.119,0.876,0.838,5.857933154,6.033086222,2.477680605,0.719350846,[C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.122,0.114,0.878,0.839,5.857933154,6.035481433,2.685300034,0.594563649,[C][C][Branch1][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.138,0.129,0.811,0.773,5.955837369,6.115892125,1.324418957,0.231111721,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.148,0.138,0.772,0.731,5.981414211,6.131226489,0.867100488,-0.051293294,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C]
0.149,0.139,0.79,0.752,5.998936562,6.139884552,0.875468737,-0.051293294,[C][C][C][C][C][C][C][C][=C][C][C][C][C][C][C][C][C]
0.142,0.133,0.805,0.763,6.011267174,6.150602768,1.190887565,0.463734016,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][Branch1]
0.132,0.124,0.77,0.731,6.003887067,6.159095388,0.982078472,-0.051293294,[C][C][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][C]
0.123,0.115,0.836,0.794,6.013715156,6.167516491,1.091923301,0.067658648,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C]
0.136,0.137,0.773,0.735,6.025865974,6.171700597,0.942488553,-0.109033921,[C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][C][C][C]
0.118,0.11,0.764,0.719,6.02827852,6.173786104,1.420695788,0.019802627,[C][C][C][C][C][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C]
0.118,0.11,0.764,0.719,6.02827852,6.173786104,1.193922468,0.148420005,[C][Branch1][Ring2][C][C][C][C][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C]
0.122,0.114,0.842,0.8,6.02827852,6.173786104,1.232560261,-0.030459207,[C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][Branch1][Ring2][C][C][C][C][C][C][C]
0.093,0.087,0.78,0.741,6.02827852,6.182084907,1.029619417,0,[C][C][Branch1][C][C][C][C][C][Branch1][S][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][Branch1][C][C][C][Branch1][C][C][C]
0.16,0.15,0.843,0.803,6.054439346,6.196444128,1.360976553,0.405465108,[C][Branch1][=N][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C]
0.157,0.147,0.848,0.808,6.054439346,6.196444128,1.280933845,0.336472237,[C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C]
0.156,0.146,0.951,0.905,6.054439346,6.196444128,1.280933845,0.336472237,[C][Branch1][=Branch2][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C]
0.161,0.15,1,0.949,6.054439346,6.196444128,1.386294361,0.336472237,[C][Branch1][#C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C]
0.153,0.143,0.842,0.796,6.054439346,6.198478716,1.824549292,0.693147181,[C][Branch1][=Branch2][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][#Branch1][C][C][C][C][C][C][C]
0.155,0.145,0.838,0.797,6.054439346,6.198478716,1.258347347,0.230524247,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C]
0.138,0.131,0.838,0.797,6.054439346,6.198478716,1.360130041,0.291893193,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C]
0.163,0.152,0.844,0.803,6.054439346,6.198478716,1.330020262,0.281374723,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C]
0.15,0.141,0.85,0.809,6.054439346,6.198478716,1.757857918,0.641853886,[C][Branch1][Ring1][C][C][=Branch1][C][=O][O][C][C][Branch1][Branch2][C][C][C][C][C][C][C][C][C][C][C][C]
0.153,0.143,0.973,0.926,6.054439346,6.198478716,1.902107526,0.741937345,[C][Branch1][#Branch1][C][C][C][C][C][C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C]
0.154,0.144,0.978,0.931,6.054439346,6.198478716,1.931521412,0.741937345,[C][C][Branch2][Ring1][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C]
0.112,0.104,0.915,0.867,6.054439346,6.206575927,1.568615918,0.470003629,[C][C][Branch2][Ring1][Branch2][C][C][=Branch1][C][=O][O][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Branch1][C][C][C]
0.149,0.14,0.921,0.878,6.079933195,6.226536669,2.302585093,0.993251773,[C][Branch2][Ring1][Ring1][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C]
0.193,0.181,1.031,0.984,6.169610732,6.29710932,2.63905733,1.410986974,[C][C][Branch1][=Branch1][O][C][C][C][C][C][O][C][Branch1][=N][C][O][C][Branch1][#Branch1][C][O][C][C][C][C][C][C]
0.25,0.236,1.124,1.079,6.23636959,6.345636361,2.833213344,1.722766598,[C][C][C][C][O][C][C][O][C][C][O][C][O][C][C][O][C][C][O][C][C][C][C]
,,,,,,,,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][Branch1][C][C][C][C][C][C][C][C][=C][C][=C][C][C][C][C][Ring1][Branch1][=C][Ring1][=Branch2]
,,,,,,,,[C][C][=C][C][=C][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][=C][Ring1][O][C][C][C][C][C][Ring1][Branch1]
,,,,,,,,[C][C][C][Branch1][C][C][C][=C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N]
,,,,,,,,[C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][=C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N]
,,,,,,,,[C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][Branch1][C][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][Branch1][C][C][C][Branch1][=Branch1][C][C][Ring1][#Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][Branch1][C][C][Branch1][Ring2][C][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][Branch1][C][C][Branch1][Branch1][C][C][C][C][C][C][Branch1][C][C][C]
0.127,0.121,1.002,0.966,5.713732806,5.877735782,3.449987546,1.08180517,[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1]
0.156,0.148,0.965,0.927,5.743003188,5.902633333,1.928684057,0.424973574,[C][C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.172,0.161,0.938,0.896,5.777652323,5.937536205,1.74745921,0.559615788,[C][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.172,0.161,0.938,0.896,5.777652323,5.937536205,1.785070481,0.476234179,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.159,0.15,0.944,0.903,5.777652323,5.940171253,1.881112547,0.457583062,[C][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.142,0.134,1.007,0.963,5.777652323,5.945420609,2.772588722,1.410986974,[C][C][Branch2][Ring1][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][C][C][C]
0.124,0.118,0.959,0.921,5.777652323,5.953243334,2.833213344,1.568615918,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][=C][C][C][C][C][C][Ring1][=Branch1][=C][C][=Ring1][#Branch2]
0.216,0.204,0.925,0.888,5.811140993,5.963579344,1.717125718,0.501792952,[C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
0.15,0.143,0.885,0.855,5.82008293,5.978885765,2.076167438,0.531480829,[C][C][C][C][C][C][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
0.205,0.194,0.928,0.892,5.82008293,5.978885765,2.051124368,0.473497518,[C][C][C][C][C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.205,0.195,0.935,0.898,5.82008293,5.978885765,2.506166548,0.549934792,[C][C][C][C][C][Branch1][Ring1][C][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.125,0.119,0.923,0.885,5.837730447,6.023447593,3.561046083,1.398716881,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][Branch1][=Branch1][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.11,0.106,0.928,0.889,5.837730447,6.023447593,3.583518938,1.481604541,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.128,0.121,1.019,0.977,5.837730447,6.023447593,3.054001182,1.791759469,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.13,0.123,0.898,0.861,5.872117789,6.03068526,1.808288771,0.78845736,[C][Branch1][Branch2][C][C][C][C][C][C][C][C][C][=C][C][C][C][C][C][Ring1][=Branch1][=C][C][=Ring1][#Branch2]
0.142,0.134,0.903,0.864,5.872117789,6.03068526,2.564949357,1.335001067,[C][Branch1][Branch2][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.142,0.134,0.903,0.864,5.872117789,6.03068526,2.301584593,0.688134639,[C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.116,0.109,0.911,0.873,5.874930731,6.033086222,1.824549292,0.78845736,[C][Branch1][Ring2][C][C][C][C][C][=C][C][C][C][C][C][Ring1][=Branch1][=C][C][=Ring1][#Branch2][C][C][C][C]
0.118,0.112,0.901,0.863,5.869296913,6.035481433,2.708050201,1.30833282,[C][C][Branch2][Ring1][Branch2][C][C][C][C][C][Branch1][O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][Branch1][C][C][C][C]
0.07,0.066,0.944,0.903,5.886104031,6.047372179,2.251291799,0.875468737,[C][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][Branch2][Ring1][Ring1][C][Branch1][#C][C][Branch1][Branch2][C][Ring1][Branch1][=C][C][=Ring1][=Branch2][Branch1][C][C][C][C][Branch1][C][C][C]
0.157,0.147,0.842,0.801,5.916202063,6.073044534,1.214912744,0.207014169,[C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.142,0.133,0.845,0.806,5.945420609,6.09356977,1.499623046,0.223143551,[C][C][C][C][C][C][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][Ring1][N]
0.142,0.133,0.845,0.806,5.945420609,6.09356977,1.360976553,0.405465108,[C][Branch1][=Branch1][C][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][C]
0.136,0.128,0.848,0.815,5.926926026,6.095824562,2.161426976,0.784974028,[C][Branch1][N][C][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.128,0.12,0.864,0.824,5.926926026,6.095824562,2.136199875,0.626195082,[C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.127,0.12,0.86,0.822,5.924255797,6.098074282,2.374905755,0.671085604,[C][C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][Ring1][=Branch1]
0.122,0.115,0.891,0.852,5.929589143,6.100318952,2.369495798,1.095447285,[C][C][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][Branch1][Ring1][C][C][C][C][C][C][C][Ring1][Branch2]
0.13,0.122,0.858,0.82,5.940171253,6.104793232,1.765240941,0.422125549,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][#Branch2][Ring1][=Branch1]
0.123,0.116,0.862,0.824,5.937536205,6.107022888,1.94459786,0.388630871,[C][C][C][C][C][Branch1][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][#Branch2][Ring1][=Branch1]
0.111,0.104,0.874,0.835,5.940171253,6.109247583,2.245796728,0.487505818,[C][C][C][C][C][Branch1][C][C][Branch1][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][#Branch2][Ring1][=Branch1]
0.105,0.099,0.939,0.899,5.940171253,6.11146734,2.292534757,1.098612289,[C][C][Branch1][Ring1][C][C][C][C][C][C][Branch1][O][C][C][C][C][C][C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][Ring1][C][C][C]
0.209,0.196,1.058,1.007,6.00635316,6.12249281,1.033184483,0.157003749,[C][C][C][C][O][C][C][O][C][C][O][C][C][O][C][C][C][C]
0.172,0.163,1.147,1.101,6.003887067,6.150602768,2.708050201,1.410986974,[C][Branch2][Ring1][Branch1][C][=C][C][Branch1][O][C][=Branch1][C][=O][O][C][C][C][C][C][=C][C][=C][Ring1][=C][=Branch1][C][=O][O][C][C][C][C][C]
0.17,0.16,1.18,1.129,6.003887067,6.150602768,3.17805383,1.667706821,[C][Branch2][Ring1][Branch1][C][C][Branch1][O][C][=Branch1][C][=O][O][C][C][C][C][C][=C][C][=C][C][=Ring1][=C][=Branch1][C][=O][O][C][C][C][C][C]
0.17,0.16,1.18,1.13,6.003887067,6.150602768,3.17805383,1.667706821,[C][Branch2][Ring1][Branch1][C][C][Branch1][O][C][=Branch1][C][=O][O][C][C][C][C][C][=C][C][=C][C][=Ring1][=C][=Branch1][C][=O][O][C][C][C][C][C]
0.175,0.166,1.23,1.18,6.003887067,6.150602768,3.526360525,1.974081026,[C][Branch1][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][C]
0.167,0.157,1.22,1.17,5.986452005,6.152732695,3.295836866,1.987874348,[C][Branch2][Ring1][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][Ring1][=Branch1][=Branch1][C][=O][O][C][C][C][C][C][C][Ring1][=Branch1]
0.16,0.151,1.159,1.112,6.001414878,6.154858094,3.33220451,1.791759469,[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C]
0.104,0.098,0.862,0.823,6.011267174,6.167516491,2.443216223,1.205970807,[C][Branch1][C][C][C][C][Branch2][Ring1][Branch1][C][Branch1][S][C][Branch1][O][C][Branch1][=Branch1][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][C]
0.142,0.133,,,6.01615716,6.173786104,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.137,0.128,0.804,0.765,6.033086222,6.17586727,0.587786665,-0.127833372,[C][Branch1][C][C][C][Branch1][Ring1][C][C][=C][C][C][C][C][C][C][C][=C][Branch1][Ring1][C][C][C][C]
0.16,0.15,0.786,0.748,6.03787092,6.180016654,1.16315081,0.182321557,[C][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C]
0.149,0.139,0.776,0.737,6.03787092,6.188264123,1.026041596,0.067658648,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C]
0.135,0.127,0.78,0.743,6.059123196,6.202535517,0.470003629,-0.235722334,[C][C][=Branch1][=Branch2][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.14,0.131,0.783,0.745,6.059123196,6.202535517,0.530628251,-0.174353387,[C][Branch1][Ring1][C][C][C][=Branch1][Branch2][=C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.136,0.127,0.832,0.791,6.054439346,6.202535517,0.875468737,-0.061875404,[C][C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][C][Branch1][#Branch1][C][C][C][C][C][C][C]
0.137,0.128,0.884,0.842,6.073044534,6.212606096,1.342864803,0.3074847,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][Branch1]
0.148,0.137,0.77,0.733,6.06610809,6.216606101,1.131402111,0.131028262,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.14,0.131,0.766,0.726,6.06610809,6.21860012,0.862889955,-0.139262067,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C]
0.141,0.132,0.776,0.739,6.08221891,6.228511004,1.193922468,0.182321557,[C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.139,0.13,0.779,0.742,6.08221891,6.228511004,1.098612289,0.182321557,[C][Branch1][Ring1][C][C][C][Branch1][Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.13,0.122,0.775,0.734,6.08221891,6.230481448,0.989541194,-0.127833372,[C][C][C][C][Branch1][Ring2][C][C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][C][C][C]
0.126,0.118,0.779,0.741,6.08221891,6.230481448,0.78845736,-0.105360516,[C][Branch1][Ring2][C][C][C][C][Branch1][Branch1][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C]
0.137,0.128,0.78,0.742,6.08221891,6.230481448,1.061256502,0.104360015,[C][C][C][Branch1][Ring1][C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C]
0.103,0.096,0.777,0.74,6.084499413,6.23636959,1.335001067,0.405465108,[C][C][Branch1][Ring1][C][C][Branch2][Ring1][Ring2][C][C][C][C][Branch1][=N][C][C][C][C][Branch1][Ring1][C][C][Branch1][C][C][C][C][C]
0.094,0.088,0.835,0.794,6.084499413,6.238324625,1.064710737,0.182321557,[C][C][Branch1][C][C][Branch2][Ring1][Branch2][C][C][Branch2][Ring1][C][C][C][C][C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C]
