Time to Predict (per molecule),Test RMSE,MSE 1%,MSE 5%,MSE 10%,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 1%,Std 5%,Std 10%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.14324476783644352,0.9240521233338933,0.8774807836234892,0.8476537489612976,0.8546389583466759,0.8404867210179189,0.8586003213832951,0.8445429795755736,0.84178180465375,0.8627199466285294,0.010627304496883138,0.012516477353319492,0.013812020199018329,0.011789272387071474,0.007244862922596731,0.006628915959962601,0.012602356015842987,0.015125396990257013
