Time to Predict (per molecule),Test RMSE,MSE 1%,MSE 5%,MSE 10%,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 1%,Std 5%,Std 10%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.028691658105370124,1.319052101411882,7.2355587325891975,4.419151410850228,3.525334372335532,2.8924570576385493,2.386035580037382,2.123067478487579,1.9620019958580286,1.843802038161644,0.15095349394050536,0.11835269961024769,0.006853622482704741,0.042455281446967516,0.04989555853346532,0.029264125875164353,0.005010122143319268,0.013971683286284044
