Time to Predict (per molecule),Test RMSE,MSE 1%,MSE 5%,MSE 10%,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 1%,Std 5%,Std 10%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.12332840333302025,3.7513008874893563,18.375472339057836,16.382461050149164,15.45822848933561,14.962612802941905,14.625058236495525,14.410491136320598,14.285817843707036,14.165132972604823,0.424644410522307,0.0586848697280193,0.0730441507078749,0.028169938380328892,0.02582811043217087,0.03363483424848439,0.020132165945053297,0.019371314439044496
