params,dataset_size,avg_val_score,training_time
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.331113576889038
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.307113409042358
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,11.330110549926758
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.335113286972046
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.308112859725952
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.279112577438354
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,11.394113779067993
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.328068971633911
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.264058351516724
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.322051763534546
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.318051338195801
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.324052333831787
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.291051149368286
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.315052270889282
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.290051460266113
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.26105260848999
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.308051586151123
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.28904914855957
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,7.273051977157593
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.28905463218689
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.3090503215789795
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.288052082061768
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,7.279051065444946
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.850034952163696
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.826033115386963
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.822033643722534
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,4.843034744262695
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.798034191131592
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.824034929275513
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.809033393859863
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,4.808034420013428
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.846034288406372
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.831035137176514
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.839038133621216
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,4.815030336380005
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.808034420013428
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.8200342655181885
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.812034606933594
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 100, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,4.801033973693848
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.269052982330322
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.260052442550659
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.264050483703613
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.3200414180755615
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.2830517292022705
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.258050918579102
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.26305079460144
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.293050289154053
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.247051477432251
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.23305082321167
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.242050647735596
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,7.301051378250122
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.281051397323608
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.296050548553467
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.280050992965698
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,7.246043682098389
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.822023868560791
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.8370256423950195
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.83102560043335
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,4.821024656295776
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.805024147033691
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.843026638031006
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.82502555847168
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,4.801024913787842
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.8150248527526855
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.807025194168091
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.816023588180542
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,4.80402398109436
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.840025424957275
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.785025358200073
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.841025114059448
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 200, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,4.84902548789978
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.235037326812744
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.282037734985352
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.268038034439087
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.251037359237671
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.226038217544556
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.265038013458252
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.2450385093688965
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.254037380218506
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.255044221878052
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.259035348892212
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.259038209915161
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,7.248037815093994
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.242038011550903
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.266037940979004
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.238037824630737
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,7.2240376472473145
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.804025650024414
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.83202600479126
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.8200249671936035
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,4.842026233673096
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.834025859832764
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.812025547027588
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.843026161193848
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,4.829024791717529
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.849024772644043
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.821026086807251
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.829025506973267
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,4.815024137496948
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.8350255489349365
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.815026044845581
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.826024055480957
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 300, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,4.797025442123413
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.285037994384766
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.270037412643433
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.245037317276001
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.222031593322754
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.29602575302124
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.25102686882019
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.2570271492004395
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.28002667427063
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.2830281257629395
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.275028228759766
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.272027492523193
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,7.281026363372803
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.230027198791504
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.268027067184448
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.2420268058776855
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,7.2620275020599365
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.8120176792144775
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.812017917633057
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.831017732620239
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,4.8340184688568115
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.790017604827881
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.819017648696899
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.835017681121826
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,4.807018280029297
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.811016798019409
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.808018684387207
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.823017120361328
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,4.8080174922943115
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.803018569946289
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.8690185546875
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.859017848968506
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 400, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,4.82701849937439
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.270026683807373
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.258026838302612
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.253035545349121
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.2600274085998535
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.250026702880859
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.2820258140563965
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.265026569366455
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,7.253026723861694
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.233025789260864
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.282026290893555
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.240026950836182
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,7.248026609420776
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,7.279026985168457
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,7.295026779174805
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,7.239027261734009
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,7.303025960922241
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,4.786017656326294
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,4.84401798248291
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,4.915018558502197
"{'n_components': 1, 'covariance_type': 'diag', 'max_iter': 500, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,4.889013767242432
