params,dataset_size,avg_val_score,training_time
"{'n_components': 1, 'covariance_type': 'full', 'max_iter': 500, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,15.561584949493408
"{'n_components': 1, 'covariance_type': 'full', 'max_iter': 500, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,15.576038837432861
"{'n_components': 1, 'covariance_type': 'full', 'max_iter': 500, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,15.688325881958008
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,14.047204971313477
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.913155555725098
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.93158769607544
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,13.815919160842896
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.74903917312622
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.948044300079346
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,14.140049695968628
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,14.19610333442688
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,14.018028259277344
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.883033752441406
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.99222469329834
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,13.892062902450562
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,14.157319068908691
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.888027667999268
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.768027544021606
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,13.9470534324646
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.329021215438843
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.37702202796936
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.354022026062012
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.324053764343262
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.536664724349976
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.403131484985352
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.258016109466553
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.163015842437744
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.203015327453613
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.253016471862793
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.288041591644287
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,11.371015787124634
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.20401644706726
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.307016372680664
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.28901743888855
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 100, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,11.285017251968384
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.853699445724487
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,14.022056102752686
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.817020416259766
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,13.838022947311401
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.76002025604248
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.827016830444336
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.952059507369995
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,13.981050252914429
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.835970878601074
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.801019668579102
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,14.073107957839966
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,14.014122009277344
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.85468053817749
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.783013820648193
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.802014827728271
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,13.706014633178711
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.173012018203735
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.223011493682861
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.21801233291626
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.24101185798645
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.264011859893799
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.277013778686523
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.22201156616211
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.191011667251587
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.260013341903687
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.29111647605896
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.268012046813965
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,11.178012609481812
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.224009275436401
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.29401183128357
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.279009819030762
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 200, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,11.352012395858765
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.982661962509155
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.919090032577515
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.862015008926392
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,13.832039833068848
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,14.038015365600586
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.995063066482544
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,14.063804149627686
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,14.050792217254639
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.966853618621826
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,14.0559401512146
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,14.008291959762573
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,14.019620180130005
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,14.005943059921265
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.959169387817383
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,14.024403810501099
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,13.924112558364868
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.386657238006592
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.420271158218384
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.346673965454102
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.345774412155151
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.31442379951477
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.269010305404663
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.35158395767212
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.471571207046509
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.417778730392456
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.279951810836792
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.494667291641235
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,11.401254415512085
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.450522661209106
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.44253921508789
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.392262935638428
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 300, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,11.37600827217102
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.991758346557617
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.933713912963867
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.855517148971558
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,14.008664608001709
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.977307558059692
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,14.09689474105835
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.90342092514038
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,13.830756425857544
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.915364027023315
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.926037788391113
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.841752290725708
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,13.836825847625732
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,14.038472175598145
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.764362812042236
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.927651405334473
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,13.923547267913818
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.340465784072876
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.410773277282715
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.452168226242065
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.292715072631836
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.390218496322632
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.367157459259033
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.436671733856201
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.486164808273315
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.274156093597412
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.556176662445068
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.349156379699707
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,11.322160243988037
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.475720167160034
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.433165788650513
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.412158727645874
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 400, 'init_params': 'random', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,11.435174703598022
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.846193313598633
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.824202299118042
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.829744577407837
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,13.936218976974487
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.994277477264404
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.98719573020935
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.99771499633789
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,14.090189933776855
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.854138851165771
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.854137897491455
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.811137914657593
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.01, 'reg_covar': 0.001}",0.99,12.40281242291824,13.89413857460022
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-06}",0.99,12.40281242291824,13.850139379501343
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 1e-05}",0.99,12.40281242291824,13.793137311935425
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.0001}",0.99,12.40281242291824,13.88813829421997
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'kmeans', 'tol': 0.1, 'reg_covar': 0.001}",0.99,12.40281242291824,13.903138637542725
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.28411340713501
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.336114883422852
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.317112922668457
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.0001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.307112693786621
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.281112909317017
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 1e-05}",0.99,12.40281242291824,11.281113386154175
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.0001}",0.99,12.40281242291824,11.319112539291382
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.001, 'reg_covar': 0.001}",0.99,12.40281242291824,11.321109771728516
"{'n_components': 1, 'covariance_type': 'tied', 'max_iter': 500, 'init_params': 'random', 'tol': 0.01, 'reg_covar': 1e-06}",0.99,12.40281242291824,11.381113767623901
