Time to Predict (per molecule),Test RMSE,MSE 1%,MSE 5%,MSE 10%,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 1%,Std 5%,Std 10%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.02160086091321925,6.768718705082443,47.1521103809266,42.47285914875035,42.40504699876252,43.418534387687465,46.29576262034012,47.24697774623176,44.80237540311761,47.95402716513303,2.29047421091941,1.1126208673332545,1.501864645043,2.000391416292293,2.6424968776026936,2.5832590354226346,2.515037554215725,2.8305991125623584
