hidden_dim,num_layers,learning_rate,batch_size,dropout,activation,optimizer,avg_test_loss,training_time
64,4,0.01,8,0.0,relu,adam,28.663887535268014,179.93759083747864
64,4,0.01,8,0.0,relu,rmsprop,35.334761829113745,90.29330306053161
64,4,0.01,8,0.0,relu,adagrad,30.72345427012225,143.92093906402587
64,4,0.01,8,0.0,leaky_relu,adam,15.980599335683593,242.71922206878662
64,4,0.01,8,0.0,leaky_relu,rmsprop,17.3116511350378,177.06892399787904
64,4,0.01,8,0.0,leaky_relu,adagrad,31.186604686614565,182.48993797302245
64,4,0.01,8,0.0,sigmoid,adam,45.13966869435726,72.88089442253113
64,4,0.01,8,0.0,sigmoid,rmsprop,45.2562665897225,46.34085645675659
64,4,0.01,8,0.0,sigmoid,adagrad,44.3280563946164,196.75292119979858
64,4,0.01,8,0.0,elu,adam,19.495572106444506,264.15101704597475
64,4,0.01,8,0.0,elu,rmsprop,13.565274706564912,212.21817660331726
64,4,0.01,8,0.0,elu,adagrad,27.252626977491815,214.70947995185853
64,4,0.01,16,0.0,relu,adam,31.15754381057319,91.61158699989319
64,4,0.01,16,0.0,relu,rmsprop,47.440618009304785,31.40687894821167
64,4,0.01,16,0.0,relu,adagrad,30.24620222389151,95.51005849838256
64,4,0.01,16,0.0,leaky_relu,adam,21.43634794130238,134.65362930297852
64,4,0.01,16,0.0,leaky_relu,rmsprop,22.15999886005297,102.37259821891784
64,4,0.01,16,0.0,leaky_relu,adagrad,31.5293079498711,87.7677351474762
64,4,0.01,16,0.0,sigmoid,adam,45.049332636211986,35.91989951133728
64,4,0.01,16,0.0,sigmoid,rmsprop,45.05601534362233,23.865521335601805
64,4,0.01,16,0.0,sigmoid,adagrad,44.92932854398675,70.78786025047302
64,4,0.01,16,0.0,elu,adam,17.114070219949845,144.1444996356964
64,4,0.01,16,0.0,elu,rmsprop,25.40912155886309,75.07516088485718
64,4,0.01,16,0.0,elu,adagrad,27.209214848334636,97.24981622695923
64,4,0.01,32,0.0,relu,adam,29.37413847143,67.65394802093506
64,4,0.01,32,0.0,relu,rmsprop,71.82799233870074,13.12499475479126
64,4,0.01,32,0.0,relu,adagrad,32.32358194871382,43.9464186668396
64,4,0.01,32,0.0,leaky_relu,adam,27.083891497525304,60.71872181892395
64,4,0.01,32,0.0,leaky_relu,rmsprop,45.37095904263583,36.4415186882019
64,4,0.01,32,0.0,leaky_relu,adagrad,32.10040342157537,43.51648941040039
64,4,0.01,32,0.0,sigmoid,adam,45.022045842950995,16.405781507492065
64,4,0.01,32,0.0,sigmoid,rmsprop,44.971157098249954,15.914240407943726
64,4,0.01,32,0.0,sigmoid,adagrad,44.90856543107466,53.38708648681641
64,4,0.01,32,0.0,elu,adam,22.172114512703633,77.96472358703613
64,4,0.01,32,0.0,elu,rmsprop,33.022235103953975,40.59390769004822
64,4,0.01,32,0.0,elu,adagrad,28.995402297973634,43.45275454521179
64,4,0.01,64,0.0,relu,adam,29.97174425125122,44.16403741836548
64,4,0.01,64,0.0,relu,rmsprop,63.83029341016497,10.387227201461792
64,4,0.01,64,0.0,relu,adagrad,32.40957756042481,24.02717490196228
64,4,0.01,64,0.0,leaky_relu,adam,28.203910085133145,35.68200755119324
64,4,0.01,64,0.0,leaky_relu,rmsprop,36.7465895312173,19.228863286972047
64,4,0.01,64,0.0,leaky_relu,adagrad,32.37277406964983,28.971657466888427
64,4,0.01,64,0.0,sigmoid,adam,44.87574075971331,10.865307903289795
64,4,0.01,64,0.0,sigmoid,rmsprop,44.862398651668,9.7007465839386
64,4,0.01,64,0.0,sigmoid,adagrad,46.84877744402204,36.008857583999635
64,4,0.01,64,0.0,elu,adam,21.487772560119627,48.57026672363281
64,4,0.01,64,0.0,elu,rmsprop,31.29684591293335,20.974959421157838
64,4,0.01,64,0.0,elu,adagrad,28.266040713446483,32.29425983428955
64,4,0.01,128,0.0,relu,adam,30.997579029628206,21.03714871406555
64,4,0.01,128,0.0,relu,rmsprop,44.24273676191057,16.85752968788147
64,4,0.01,128,0.0,relu,adagrad,35.81004862104144,22.86874556541443
64,4,0.01,128,0.0,leaky_relu,adam,29.807899338858466,21.89388017654419
64,4,0.01,128,0.0,leaky_relu,rmsprop,35.04162954602923,21.508290576934815
64,4,0.01,128,0.0,leaky_relu,adagrad,37.47138233184815,22.060175228118897
64,4,0.01,128,0.0,sigmoid,adam,45.210419218880794,6.472654008865357
64,4,0.01,128,0.0,sigmoid,rmsprop,45.1712926864624,5.268319463729858
64,4,0.01,128,0.0,sigmoid,adagrad,49.02229892185756,27.807567882537843
64,4,0.01,128,0.0,elu,adam,28.781226076398575,27.535607957839964
64,4,0.01,128,0.0,elu,rmsprop,71.41542344774518,18.27119951248169
64,4,0.01,128,0.0,elu,adagrad,30.364347130911693,21.342801141738892
64,4,0.001,8,0.0,relu,adam,29.439747075422094,213.51161847114562
64,4,0.001,8,0.0,relu,rmsprop,28.372530269294703,248.45646743774415
64,4,0.001,8,0.0,relu,adagrad,33.75712912410771,152.42682070732116
64,4,0.001,8,0.0,leaky_relu,adam,25.327502393941266,222.87688570022584
64,4,0.001,8,0.0,leaky_relu,rmsprop,17.13510806429277,280.79083223342894
64,4,0.001,8,0.0,leaky_relu,adagrad,33.60906576377536,134.65271968841552
64,4,0.001,8,0.0,sigmoid,adam,44.929182628425984,109.35711569786072
64,4,0.001,8,0.0,sigmoid,rmsprop,34.64274347758074,212.47817420959473
64,4,0.001,8,0.0,sigmoid,adagrad,101.99120140272542,230.09827108383178
64,4,0.001,8,0.0,elu,adam,13.507073085023723,301.913739824295
64,4,0.001,8,0.0,elu,rmsprop,7.608713027178695,273.1197546958923
64,4,0.001,8,0.0,elu,adagrad,29.989021888894776,168.833313703537
64,4,0.001,16,0.0,relu,adam,28.301435082986814,116.04173517227173
64,4,0.001,16,0.0,relu,rmsprop,29.350075287775162,116.10490584373474
64,4,0.001,16,0.0,relu,adagrad,35.682655901427665,72.48843932151794
64,4,0.001,16,0.0,leaky_relu,adam,27.242481145071327,119.04385976791382
64,4,0.001,16,0.0,leaky_relu,rmsprop,21.656668580781428,150.5703893184662
64,4,0.001,16,0.0,leaky_relu,adagrad,33.54664858721812,79.02728838920594
64,4,0.001,16,0.0,sigmoid,adam,44.910628094804395,56.80594778060913
64,4,0.001,16,0.0,sigmoid,rmsprop,34.702243288722606,125.9349304676056
