C-Number,Thermal Conductivity_40C,Thermal Conductivity_100C,Density_40C (g/cm^3),Density_100C (g/cm^3),Heat Capacity (Constant Pressure) 40C (J/K/Mol),Heat Capacity (Constant Pressure) 100C (J/K/Mol),Density_40C,Density_100C,KVI,DVI,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
22,0.159,0.149,0.986,0.943,477,555,986,943,37.58364765,123.7388322,2.582167104,2.582167104,1.316320625,1.316320625,0.15826337,10.76923077,362.686,312.286,362.3912516,154,0,-0.032041683,-0.085331564,0.085331564,0.032041683,0.423076923,0.730769231,1,14.05021769,9.99227749,1.98612394,-2.072141392,2.186618388,-1.871311395,5.022952659,0.640499326,2.662191909,3.898717418,279.9474732,19.29683616,18.8826226,18.8826226,12.77791687,12.13648754,12.13648754,8.130522265,8.130522265,5.430051088,5.430051088,3.528204323,3.528204323,-0.52,449178.3298,25.48,20.7878106,16.922119,166.4835978,0,0,0,0,0,0,0,0,0,0,89.51812781,77.04985948,0,0,0,0,0,0,0,143.269738,0,23.29824927,0,0,0,0,0,0,0,0,0,143.269738,23.29824927,0,0,0,0,0,0,0,0,0,0,115.5747892,11.14620906,0,39.84698901,0,0,0,0,0,3.487265629,0,0,29.61666844,9.229399266,0,0.846153846,26,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,9.9406,121.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
22,0.133,0.125,0.954,0.915,471,556,954,915,-389.7776044,-58.19323194,2.309150924,2.309150924,1.118248379,1.118248379,0.239712692,19.15384615,362.686,312.286,362.3912516,154,0,-0.035741593,-0.065382383,0.065382383,0.035741593,0.5,0.846153846,1.230769231,14.37351978,9.762644065,2.318590195,-2.29059318,2.43519067,-2.197991437,4.829943203,0.209797233,3.361779661,1.410876335,279.1601712,18.28839999,18.28839999,18.28839999,12.9150149,12.9150149,12.9150149,9.784243844,9.784243844,7.651668418,7.651668418,6.025196375,6.025196375,0,1296009.762,22.29080933,14.98439126,9.273922571,165.8511416,0,0,0,0,0,0,0,0,0,0,141.7609913,24.17453976,0,0,0,0,0,0,17.75371814,148.1818129,0,0,0,0,0,0,0,0,0,0,17.75371814,148.1818129,0,0,0,0,0,0,0,0,0,0,17.75371814,109.1539676,32.10410811,0,6.9237372,0,0,0,0,0,0,3.359778517,0,33.33107056,2.309150924,0,1,26,0,0,2,0,2,0,0,0,0,0,0,16,2,0,2,2,9.4643,117.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
22,0.119,0.112,0.848,0.812,479,557,848,812,35.43808571,107.9023458,2.353079172,2.353079172,1.041292222,1.041292222,0.167073308,12.57692308,366.718,312.286,366.4225517,158,0,-0.041428751,-0.065382383,0.065382383,0.041428751,0.307692308,0.576923077,0.923076923,14.13753264,9.896959523,2.07721663,-2.16324146,2.237179498,-2.010146558,4.612613168,0.370082267,2.65664372,3.53488953,232.1928095,19.13369946,19.13369946,19.13369946,12.84606521,12.84606521,12.84606521,8.888905057,8.888905057,6.147777479,6.147777479,4.236381034,4.236381034,0,482799.8332,26,23.04,20.3136,167.8628039,0,0,0,0,0,0,0,0,0,0,162.0292873,5.917906046,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,141.2580757,0,0,20.7712116,0,0,0,0,0,0,1.041292222,0,32.32128266,6.970758453,0,1,26,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10.2445,122.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
22,0.126,0.119,0.866,0.831,471,557,866,831,-164.17462,-0.32605014,2.351252801,2.351252801,1.04138036,1.04138036,0.167073308,12.57692308,366.718,312.286,366.4225517,158,0,-0.041428751,-0.065382383,0.065382383,0.041428751,0.307692308,0.576923077,0.923076923,14.13707931,9.897225209,2.076776538,-2.162965202,2.236526775,-2.00999844,4.612067103,0.370283583,2.65682439,3.489315882,232.1928095,19.13369946,19.13369946,19.13369946,12.84606521,12.84606521,12.84606521,8.888905057,8.888905057,6.147777479,6.147777479,4.236381034,4.236381034,0,482848.6078,26,23.04,20.3136,167.8628039,0,0,0,0,0,0,0,0,0,0,162.0292873,5.917906046,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,141.2580757,0,0,20.7712116,0,0,0,0,0,0,1.04138036,0,32.3208515,6.971101476,0,1,26,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10.2445,122.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
22,0.097,0.092,0.857,0.823,481,558,857,823,208.6054464,156.2610265,2.339375469,2.339375469,1.043271102,1.043271102,0.167073308,11.53846154,366.718,312.286,366.4225517,158,0,-0.04142858,-0.065382383,0.065382383,0.04142858,0.307692308,0.538461538,0.884615385,14.14084581,9.893903602,2.080553177,-2.166276106,2.240792844,-2.012733549,4.61609406,0.367249006,2.652068274,3.633374755,212.1928095,19.13369946,19.13369946,19.13369946,12.84606521,12.84606521,12.84606521,8.888905057,8.888905057,6.147777479,6.147777479,4.249817761,4.249817761,0,480801.4136,26,23.04,20.3136,167.8628039,0,0,0,0,0,0,0,0,0,0,162.0292873,5.917906046,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,141.2580757,0,0,20.7712116,0,0,0,0,0,0,1.043271102,0,32.32936061,6.960701623,0,1,26,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10.2445,122.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
22,0.127,0.12,0.925,0.889,477,558,925,889,303.1482948,174.6814187,2.326822776,2.326822776,1.043775826,1.043775826,0.167073308,11.53846154,366.718,312.286,366.4225517,158,0,-0.041428579,-0.065382383,0.065382383,0.041428579,0.307692308,0.538461538,0.846153846,14.14076477,9.89371827,2.080498389,-2.166439609,2.240452985,-2.01301719,4.615898006,0.367002997,2.655407913,3.568011542,220.1928095,19.13369946,19.13369946,19.13369946,12.84606521,12.84606521,12.84606521,8.888905057,8.888905057,6.147777479,6.147777479,4.249817761,4.249817761,0,481972.4686,26,23.04,20.3136,167.8628039,0,0,0,0,0,0,0,0,0,0,162.0292873,5.917906046,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,141.2580757,0,0,20.7712116,0,0,0,0,0,0,1.043775826,0,32.32939629,6.960161216,0,1,26,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10.2445,122.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
22,0.127,0.12,0.855,0.819,476,560,855,819,18.13471503,89.76138221,2.337787546,2.337787546,1.038770893,1.038770893,0.167073308,11.53846154,366.718,312.286,366.4225517,158,0,-0.041428924,-0.065382383,0.065382383,0.041428924,0.307692308,0.576923077,0.923076923,14.12970217,9.903481112,2.069427199,-2.156685702,2.227696942,-2.005180088,4.603956734,0.375813708,2.659319517,3.258505186,224.1928095,19.13369946,19.13369946,19.13369946,12.84606521,12.84606521,12.84606521,8.888905057,8.888905057,6.147777479,6.147777479,4.222944307,4.222944307,0,484115.8214,26,23.04,20.3136,167.8628039,0,0,0,0,0,0,0,0,0,0,162.0292873,5.917906046,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,141.2580757,0,0,20.7712116,0,0,0,0,0,0,1.038770893,0,32.31548871,6.979073732,0,1,26,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10.2445,122.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
22,0.127,0.12,0.855,0.819,476,560,855,819,260.4552614,167.5329847,2.346576599,2.346576599,1.041217011,1.041217011,0.167073308,12.57692308,366.718,312.286,366.4225517,158,0,-0.041428751,-0.065382383,0.065382383,0.041428751,0.307692308,0.576923077,0.961538462,14.13542307,9.8984287,2.075149764,-2.161736259,2.234331862,-2.009204169,4.610152272,0.371271796,2.657441562,3.391752131,232.1928095,19.13369946,19.13369946,19.13369946,12.84606521,12.84606521,12.84606521,8.888905057,8.888905057,6.147777479,6.147777479,4.236381034,4.236381034,0,483064.4122,26,23.04,20.3136,167.8628039,0,0,0,0,0,0,0,0,0,0,162.0292873,5.917906046,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,141.2580757,0,0,20.7712116,0,0,0,0,0,0,1.041217011,0,32.31941281,6.972703513,0,1,26,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10.2445,122.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
22,0.087,0.083,0.891,0.855,471,562,891,855,338.6425843,178.1460751,2.350962165,2.350962165,1.000735972,1.000735972,0.167073308,11.53846154,366.718,312.286,366.4225517,158,0,-0.041953146,-0.065382383,0.065382383,0.041953146,0.346153846,0.615384615,0.884615385,14.07956811,9.953892996,2.018072725,-2.107416775,2.181565134,-1.956677655,4.555009804,0.425595492,2.664148148,3.027713883,228.1928095,19.13369946,19.13369946,19.13369946,12.84606521,12.84606521,12.84606521,8.83515815,8.83515815,6.370626365,6.370626365,4.208363252,4.208363252,0,494124.8852,26,23.04,20.3136,167.8628039,0,0,0,0,0,0,0,0,0,0,162.0292873,5.917906046,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,162.0292873,0,0,0,0,0,0,0,0,0,0,5.917906046,141.2580757,0,0,20.7712116,0,0,0,0,0,0,1.000735972,0,32.32818985,7.004407508,0,1,26,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10.2445,122.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
22,0.138,0.129,1.007,0.962,568,564,1007,962,262.7734152,169.4166546,2.339231299,2.339231299,1.034990264,1.034990264,0.177155128,11.76923077,366.718,312.286,366.4225517,158,0,-0.041428924,-0.06538221,0.06538221,0.041428924,0.307692308,0.538461538,0.807692308,14.14598664,9.894935058,2.085637512,-2.165367624,2.244419097,-2.012187831,4.620561878,0.368020747,2.662191909,3.636944316,202.4228653,19.29683616,19.29683616,19.29683616,12.77791687,12.77791687,12.77791687,8.999635521,8.999635521,6.338448177,6.338448177,4.410354708,4.410354708,0,449178.3298,26,21.30177515,17.41563786,167.8628039,0,0,0,0,0,0,0,0,0,0,156.1113813,11.83581209,0,0,0,0,0,0,11.83581209,156.1113813,0,0,0,0,0,0,0,0,0,0,11.83581209,156.1113813,0,0,0,0,0,0,0,0,0,0,11.83581209,128.4164325,0,0,27.6949488,0,0,0,0,0,0,2.069980529,0,29.23976094,9.356925196,0,1,26,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,10.1004,122.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
22,0.198,0.187,1.032,0.989,500,576,1032,989,0,187.17762,2.336620648,2.336620648,1.034011843,1.034011843,0.177155128,11.76923077,366.718,312.286,366.4225517,158,0,-0.04142858,-0.065382382,0.065382382,0.04142858,0.307692308,0.5,0.692307692,14.17012075,9.868661401,2.110138014,-2.191265324,2.266544323,-2.039545325,4.643825647,0.341109983,2.64485023,4.044621538,198.4228653,19.29683616,19.29683616,19.29683616,12.77791687,12.77791687,12.77791687,8.999635521,8.999635521,6.338448177,6.338448177,4.464101615,4.464101615,0,442134.3233,26,21.30177515,17.41563786,167.8628039,0,0,0,0,0,0,0,0,0,0,156.1113813,11.83581209,0,0,0,0,0,0,11.83581209,156.1113813,0,0,0,0,0,0,0,0,0,0,11.83581209,156.1113813,0,0,0,0,0,0,0,0,0,0,11.83581209,128.4164325,0,0,27.6949488,0,0,0,0,0,0,2.068023686,0,29.25216039,9.346482591,0,1,26,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,10.1004,122.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
22,0.178,0.179,1.151,1.107,502,581,1151,1107,218.7005141,164.52633,2.419273428,2.419273428,0.989915195,0.989915195,0.177155128,11.76923077,366.718,312.286,366.4225517,158,0,-0.038604799,-0.065382383,0.065382383,0.038604799,0.346153846,0.653846154,0.961538462,14.22854722,9.804141365,2.171405201,-2.252926549,2.298189419,-2.135229918,4.688678215,0.261789816,2.658319184,3.778326348,220.4228653,19.29683616,19.29683616,19.29683616,12.79475362,12.79475362,12.79475362,8.863753629,8.863753629,6.572358152,6.572358152,4.651903372,4.651903372,0,460878.1136,26,21.30177515,16.19387755,167.8628039,0,0,0,0,0,0,0,0,0,0,156.1113813,11.83581209,0,0,0,0,0,0,11.83581209,156.1113813,0,0,0,0,0,0,0,0,0,0,11.83581209,156.1113813,0,0,0,0,0,0,0,0,0,0,11.83581209,128.4164325,0,0,27.6949488,0,0,0,0,0,0,2.008602963,0,29.1995052,9.458558499,0,1,26,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,10.1004,122.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
22,0.178,0.168,1.065,1.023,504,586,1065,1023,329.5710079,180.829151,2.397305967,2.397305967,1.023780744,1.023780744,0.177155128,13.84615385,366.718,312.286,366.4225517,158,0,-0.038594813,-0.065382383,0.065382383,0.038594813,0.307692308,0.615384615,0.923076923,14.24687398,9.786441491,2.190142426,-2.270216713,2.317424918,-2.151145218,4.707582024,0.244907902,2.646290359,4.003966918,218.4228653,19.29683616,19.29683616,19.29683616,12.79475362,12.79475362,12.79475362,8.917500536,8.917500536,6.342535255,6.342535255,4.700331892,4.700331892,0,448159.8574,26,21.30177515,16.19387755,167.8628039,0,0,0,0,0,0,0,0,0,0,156.1113813,11.83581209,0,0,0,0,0,0,11.83581209,156.1113813,0,0,0,0,0,0,0,0,0,0,11.83581209,156.1113813,0,0,0,0,0,0,0,0,0,0,11.83581209,128.4164325,0,0,27.6949488,0,0,0,0,0,0,2.047561488,0,29.19667134,9.422433843,0,1,26,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,10.1004,122.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
22,0.138,0.13,0.842,0.805,503,587,842,805,258.7016787,165.0376758,2.557518552,2.557518552,0.627344357,0.627344357,0.177134051,13.84615385,366.718,312.286,366.4225517,158,0,-0.032845214,-0.065382383,0.065382383,0.032845214,0.384615385,0.653846154,0.923076923,14.25707276,9.77405439,2.201083707,-2.281881935,2.341975607,-2.146489862,4.72507248,0.240535061,2.652041118,3.484694776,256.7639251,19.3492424,19.3492424,19.3492424,12.68198052,12.68198052,12.68198052,9.321067812,9.321067812,6.621320344,6.621320344,4.203427125,4.203427125,0,410925.8152,26,19.75308642,17.41563786,167.8628039,0,0,0,0,0,0,0,0,0,0,149.6905596,18.25663372,0,0,0,0,0,0,5.414990469,162.5322029,0,0,0,0,0,0,0,0,0,0,5.414990469,162.5322029,0,0,0,0,0,0,0,0,0,5.414990469,0,134.8372541,0,0,27.6949488,0,0,0,0,0,0.627344357,0,0,30.53736305,9.585292594,0,1,26,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,10.2445,122.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
22,0.128,0.121,0.819,0.782,504,588,819,782,32.34802008,100.5949003,2.432004909,2.432004909,0.504932237,0.504932237,0.19935978,12.23076923,366.718,312.286,366.4225517,158,0,-0.037997992,-0.065382383,0.065382383,0.037997992,0.461538462,0.769230769,1.076923077,14.23490611,9.797910584,2.177299902,-2.259620356,2.310460896,-2.132930255,4.698227826,0.259422554,2.576772884,3.744615698,239.7021006,19.51237911,19.51237911,19.51237911,12.49251182,12.49251182,12.49251182,10.15790746,10.15790746,5.832899223,5.832899223,4.348279473,4.348279473,0,309828.5948,26,18.36734694,20.3136,167.8628039,0,0,0,0,0,0,0,0,0,0,150.1934752,17.75371814,0,0,0,0,0,0,11.33289652,156.6142968,0,0,0,0,0,0,0,0,0,0,11.33289652,156.6142968,0,0,0,0,0,0,0,0,0,5.414990469,5.917906046,121.9956108,0,0,34.618686,0,0,0,0,0,0.504932237,0.981650732,0,27.68599739,11.91075298,0,1,26,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,10.1004,122.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
22,0.15,0.14,0.816,0.764,505,590,816,764,127.5768279,133.99064,2.393457887,2.393457887,0.974139346,0.974139346,0.187932457,12,366.718,312.286,366.4225517,158,0,-0.04090244,-0.065382383,0.065382383,0.04090244,0.384615385,0.730769231,1.076923077,14.23030166,9.804149148,2.172417736,-2.253671084,2.304447859,-2.126564543,4.693113704,0.265608645,2.670351614,3.835888872,234.7639251,19.45997287,19.45997287,19.45997287,12.70976852,12.70976852,12.70976852,9.026682935,9.026682935,6.858660236,6.858660236,4.615979547,4.615979547,0,427854.417,26,19.75308642,15.09631391,167.8628039,0,0,0,0,0,0,0,0,0,0,137.351832,30.59536138,0,0,0,0,0,0,17.75371814,150.1934752,0,0,0,0,0,0,0,0,0,0,17.75371814,150.1934752,0,0,0,0,0,0,0,0,0,0,17.75371814,115.5747892,0,0,34.618686,0,0,0,0,0,0,2.951395032,0,26.16935197,11.879253,0,1,26,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,9.9563,121.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
22,0.109,0.103,0.819,0.78,503,591,819,780,-273.1514716,-44.72232912,1.569444444,1.569444444,1.068618197,1.068618197,0.337525208,23.88888889,374.697,324.297,374.3912516,158,0,-0.0414181,-0.05328571,0.05328571,0.0414181,0.407407407,0.777777778,1.185185185,14.24908351,9.795548575,2.189745152,-2.263744982,2.341911891,-2.115959559,4.72107395,0.266351487,2.737679092,1.342146061,317.0498112,18.57285704,18.57285704,18.57285704,13.39897949,13.39897949,13.39897949,10.81729053,10.81729053,8.606887605,8.606887605,6.722264424,6.722264424,0,2160532.537,21.70273484,13.26530612,8.908982748,171.2102525,0,0,0,0,0,0,0,0,0,0,147.6788973,23.67162418,0,0,0,0,0,0,23.67162418,147.6788973,0,0,0,0,0,0,0,0,0,0,23.67162418,147.6788973,0,0,0,0,0,0,0,0,0,0,23.67162418,57.78739461,89.89150272,0,0,0,0,0,0,0,0,4.358345586,0,35.47498775,0,0,1,27,0,0,3,0,3,0,0,0,0,0,0,11,3,0,3,3,9.4643,120.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
