C-Number,Thermal Conductivity_40C,Thermal Conductivity_100C,Density_40C (g/cm^3),Density_100C (g/cm^3),Heat Capacity (Constant Pressure) 40C (J/K/Mol),Heat Capacity (Constant Pressure) 100C (J/K/Mol),Density_40C,Density_100C,KVI,DVI,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
16,0.126,0.119,0.972,0.931,277,326,972,931,0,175.7621955,11.98253039,11.98253039,0.249078479,-0.490002834,0.749045163,10.7,278.348,256.172,278.1518092,110,0,0.338515787,-0.461804942,0.461804942,0.338515787,0.85,1.2,1.5,16.53968017,10.08226096,2.188908734,-2.112995747,2.129047273,-2.16750171,6.026220932,0.04121996,2.415958265,2.815925753,420.299606,15.12095586,12.51130834,12.51130834,9.413591358,6.847094777,6.847094777,5.530200907,5.530200907,2.462413871,2.462413871,1.479325711,1.479325711,-1.84,21117.89119,16.21506608,7.677258015,5.034776864,119.6309589,9.473725908,0,0,0,0,11.93861058,0,9.589074368,0,0,39.82768294,23.96854623,0,24.34066691,19.06280028,11.93861058,0,0,11.83581209,27.6949488,13.21376393,35.39237126,0,0,0,0,0,0,25.1523745,9.473725908,11.83581209,48.41092615,24.26546827,0,0,0,52.6,11.93861058,9.589074368,0,22.96271508,13.21376393,0,0,24.26546827,27.6949488,0,9.473725908,10.31841506,0,23.96506078,0,0.503529856,-0.481848711,6.555200302,0,8.472976041,0,0.5,20,0,4,0,0,0,1,0,1,4,0,4,6,0,0,0,1,3.3122,76.683,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.128,0.121,0.966,0.919,274,329,966,919,227.218512,161.8039166,11.98253039,11.98253039,0.249078479,-0.490002834,0.749045163,10.7,278.348,256.172,278.1518092,110,0,0.338515787,-0.461804942,0.461804942,0.338515787,0.85,1.2,1.5,16.53968017,10.08226096,2.188908734,-2.112995747,2.129047273,-2.16750171,6.026220932,0.04121996,2.415958265,2.815925753,420.299606,15.12095586,12.51130834,12.51130834,9.413591358,6.847094777,6.847094777,5.530200907,5.530200907,2.462413871,2.462413871,1.479325711,1.479325711,-1.84,21117.89119,16.21506608,7.677258015,5.034776864,119.6309589,9.473725908,0,0,0,0,11.93861058,0,9.589074368,0,0,39.82768294,23.96854623,0,24.34066691,19.06280028,11.93861058,0,0,11.83581209,27.6949488,13.21376393,35.39237126,0,0,0,0,0,0,25.1523745,9.473725908,11.83581209,48.41092615,24.26546827,0,0,0,52.6,11.93861058,9.589074368,0,22.96271508,13.21376393,0,0,24.26546827,27.6949488,0,9.473725908,10.31841506,0,23.96506078,0,0.503529856,-0.481848711,6.555200302,0,8.472976041,0,0.5,20,0,4,0,0,0,1,0,1,4,0,4,6,0,0,0,1,3.3122,76.683,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.128,0.121,0.966,0.926,274,329,966,926,194.3900667,156.0950782,12.0645853,12.0645853,0.179498194,-0.489767101,0.746020549,13.4,278.348,256.172,278.1518092,110,0,0.338772234,-0.459072993,0.459072993,0.338772234,0.9,1.25,1.55,16.54898129,10.08062052,2.207057441,-2.145588609,2.145787355,-2.197917633,6.027237128,0.028502443,2.461591409,2.926479689,424.299606,15.12095586,12.51130834,12.51130834,9.489600963,7.000662053,7.000662053,4.793932015,4.793932015,3.133166857,3.133166857,1.498200049,1.498200049,-1.84,23614.04639,16.21506608,7.677258015,4.367819871,119.6309589,9.473725908,0,0,0,0,11.93861058,0,9.589074368,0,0,25.98020854,38.82185178,0,23.33483576,19.06280028,11.93861058,0,0,0,52.74452482,0,35.39237126,0,0,0,0,0,0,24.14654335,9.473725908,0,61.2525694,24.26546827,0,0,0,52.6,11.93861058,9.589074368,0,23.33483576,0,12.84164325,0,24.26546827,27.6949488,0,9.473725908,10.52197704,0,24.1291706,0,0.502042706,-0.979534203,6.565781841,1.095809401,7.498085944,0,0.5,20,0,4,0,0,0,1,0,1,4,0,4,6,0,0,0,1,3.5972,76.779,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.136,0.129,0.971,0.931,273,329,971,931,214.4820948,164.0427728,11.70690097,11.70690097,0.295587488,-0.374261333,0.749045163,10.7,278.348,256.172,278.1518092,110,0,0.337627834,-0.461823842,0.461823842,0.337627834,0.8,1.1,1.35,16.53684396,10.12754616,2.113339981,-2.084892815,2.087719026,-2.118011531,5.928362749,0.044514792,2.417965259,2.591696948,403.049606,15.12095586,12.51130834,12.51130834,9.396754606,6.841111713,6.841111713,5.561967394,5.561967394,2.451826731,2.451826731,1.39376811,1.39376811,-1.84,21016.95403,16.21506608,7.677258015,5.42705571,119.6309589,9.473725908,0,0,0,0,11.93861058,0,9.589074368,0,0,27.6949488,36.10128037,0,24.34066691,19.06280028,11.93861058,0,0,11.83581209,27.6949488,13.21376393,35.39237126,0,0,0,0,0,0,25.1523745,9.473725908,11.83581209,48.41092615,24.26546827,0,0,0,52.6,0,9.589074368,0,11.93861058,36.176479,0,0,24.26546827,27.6949488,0,9.473725908,10.22738739,0,23.41380195,0,0.872332556,-0.157347689,6.312014361,0,8.665144769,0,0.5,20,0,4,0,0,0,1,0,1,4,0,4,6,0,0,0,1,3.3122,76.683,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.145,0.138,1.038,0.998,284,330,1038,998,0,162.0390131,11.81570455,11.81570455,0.276055314,-0.419250388,0.749045163,10.7,278.348,256.172,278.1518092,110,0,0.337653607,-0.461823564,0.461823564,0.337653607,0.9,1.3,1.65,16.53721715,10.11787685,2.129027822,-2.091013361,2.09677254,-2.127917004,5.947877103,0.045621253,2.416852401,2.695281078,424.049606,15.12095586,12.51130834,12.51130834,9.396754606,6.841111713,6.841111713,5.565421718,5.565421718,2.429497632,2.429497632,1.42451258,1.42451258,-1.84,20888.8553,16.21506608,7.677258015,5.42705571,119.6309589,9.473725908,0,0,0,0,11.93861058,0,9.589074368,0,0,33.76131587,30.0349133,0,24.34066691,19.06280028,11.93861058,0,0,11.83581209,27.6949488,13.21376393,35.39237126,0,0,0,0,0,0,25.1523745,9.473725908,11.83581209,48.41092615,24.26546827,0,0,0,52.6,11.93861058,9.589074368,0,11.83581209,24.34066691,0,6.066367068,18.19910121,27.6949488,0,9.473725908,10.26277043,0,23.6314091,0,0.730827664,-0.286390149,6.409748677,0,8.584967614,0,0.5,20,0,4,0,0,0,1,0,1,4,0,4,6,0,0,0,1,3.3122,76.683,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.208,0.197,0.934,0.893,286,335,934,893,0,131.6824831,2.310150724,2.310150724,1.09164365,1.09164365,0.446619635,25.875,224.432,192.176,224.250401,96,0,-0.041408318,-0.065382382,0.065382382,0.041408318,0.625,1,1.3125,14.25397004,9.777241796,2.195495983,-2.281208409,2.339340943,-2.140953502,4.72238326,0.24472826,2.318329644,1.99650758,124.1173001,11.63998191,11.63998191,11.63998191,7.863703305,7.863703305,7.863703305,5.878315178,5.878315178,4.398178148,4.398178148,3.174859849,3.174859849,0,4683.025881,14.0625,9.074074074,5.915,103.2075516,0,0,0,0,0,0,0,0,0,0,90.89733387,11.83581209,0,0,0,0,0,0,11.83581209,90.89733387,0,0,0,0,0,0,0,0,0,0,11.83581209,90.89733387,0,0,0,0,0,0,0,0,0,0,11.83581209,51.36657298,25.68328649,0,13.8474744,0,0,0,0,0,0,2.183287299,0,17.86307792,4.620301447,0,1,16,0,0,1,0,1,0,0,0,0,0,0,8,1,0,1,1,5.9534,73.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
16,0.124,0.116,0.93,0.887,292,346,930,887,0,167.0799298,2.332421945,2.332421945,1.092894936,1.092894936,0.446619635,25.875,224.432,192.176,224.250401,96,0,-0.038584581,-0.065382383,0.065382383,0.038584581,0.6875,1.25,1.8125,14.28821159,9.742683924,2.231477212,-2.314049313,2.361304835,-2.190789643,4.750304412,0.203098742,2.331292001,2.178617453,150.1173001,11.63998191,11.63998191,11.63998191,7.880540058,7.880540058,7.880540058,5.796180193,5.796180193,4.423433276,4.423433276,3.344152509,3.344152509,0,4783.811186,14.0625,9.074074074,5.365079365,103.2075516,0,0,0,0,0,0,0,0,0,0,90.89733387,11.83581209,0,0,0,0,0,0,11.83581209,90.89733387,0,0,0,0,0,0,0,0,0,0,11.83581209,90.89733387,0,0,0,0,0,0,0,0,0,0,11.83581209,64.20821623,12.84164325,0,13.8474744,0,0,0,0,0,0,2.187483938,0,17.83658098,4.642601749,0,1,16,0,0,1,0,1,0,0,0,0,0,0,8,1,0,1,1,5.9534,73.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
16,0.124,0.117,0.933,0.893,297,351,933,893,146.6369922,147.6421342,2.295806132,2.295806132,1.105408699,1.105408699,0.415196987,17.8125,224.432,192.176,224.250401,96,0,-0.041428579,-0.065382383,0.065382383,0.041428579,0.6875,1.25,1.875,14.1763092,9.853742645,2.11614559,-2.206402102,2.275601738,-2.051605077,4.651381325,0.327603551,2.338520231,1.767406088,132.9737366,11.47684521,11.47684521,11.47684521,7.931851653,7.931851653,7.931851653,5.767584714,5.767584714,4.190670698,4.190670698,3.042710979,3.042710979,0,5191.514913,14.0625,10.17301038,7.302469136,103.2075516,0,0,0,0,0,0,0,0,0,0,96.81523992,5.917906046,0,0,0,0,0,0,5.917906046,96.81523992,0,0,0,0,0,0,0,0,0,0,5.917906046,96.81523992,0,0,0,0,0,0,0,0,0,0,5.917906046,89.89150272,0,0,6.9237372,0,0,0,0,0,0,1.105408699,0,20.9321185,2.295806132,0,1,16,0,0,1,0,1,0,0,0,0,0,0,9,1,0,1,1,6.0975,73.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
16,0.128,0.121,0.9,0.861,309,362,900,861,0,109.5660427,3.929243113,3.929243113,0.736335008,0.736335008,0.301627691,13.125,222.416,192.176,222.234751,94,0,-0.023324724,-0.102803321,0.102803321,0.023324724,0.875,1.5625,2.1875,14.06329092,9.966564407,2.007026049,-2.090005857,2.157718141,-1.944744284,4.855301807,0.522833366,2.31607768,3.41896112,166.8771238,12.06263164,11.38046889,11.38046889,7.846065215,7.122121681,7.122121681,4.682547147,4.682547147,3.106936695,3.106936695,1.904544848,1.904544848,-0.52,3462.536131,15.48,12.54906077,10.01340863,102.8341767,0,0,0,0,0,0,0,0,0,6.578935684,57.75882121,38.02201416,0,0,0,0,0,0,5.917906046,71.63486901,0,24.806996,0,0,0,0,0,0,0,0,5.917906046,71.63486901,24.806996,0,0,0,0,0,0,0,0,0,5.917906046,57.78739461,0,0,38.6544704,0,0,0,0,0,0,0.736335008,0,18.653959,8.443039327,0,0.75,16,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5.8955,75.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
16,0.123,0.116,0.923,0.883,301,364,923,883,0,130.9868296,3.749566675,3.749566675,1.205782313,1.205782313,0.255573929,10.5625,224.432,192.176,224.250401,96,0,-0.035341293,-0.103082979,0.103082979,0.035341293,0.625,1,1.375,13.98453007,10.04883002,1.92033692,-2.015372038,2.11774398,-1.817973134,4.64773762,0.544675155,2.306121219,2.850877637,126,11.89949494,11.47684521,11.47684521,7.914213562,7.523603362,7.523603362,4.966437566,4.966437566,3.261801681,3.261801681,2.129665392,2.129665392,-0.26,3682.875587,15.74,14.74,13.74,103.5237797,0,0,0,0,0,0,0,0,0,6.578935684,83.62879516,12.84164325,0,0,0,0,0,0,0,90.3944183,0,12.65495579,0,0,0,0,0,0,0,0,0,90.3944183,12.65495579,0,0,0,0,0,0,0,0,0,0,83.4706811,0,6.076020107,13.50267288,0,0,0,0,0,0,0,0,20.46634166,6.033658345,0,0.875,16,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6.2636,75.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
16,0.125,0.118,0.9,0.85,313,373,900,850,0,102.2433969,2.39057831,2.39057831,1.295972222,1.295972222,0.270814849,11.375,224.432,192.176,224.250401,96,0,-0.035073467,-0.088539284,0.088539284,0.035073467,0.5,0.875,1.4375,13.95257537,10.08009709,1.888118347,-1.984399453,2.086418295,-1.786157761,4.806323262,0.591564482,2.306121219,2.9683287,134.9737366,11.89949494,11.63998191,11.63998191,7.914213562,7.564043477,7.564043477,4.877181915,4.877181915,3.115355072,3.115355072,1.967186437,1.967186437,-0.26,3682.875587,15.74,14.74,13.74,103.5237797,0,0,0,0,0,0,0,0,0,0,77.3660876,25.68328649,0,0,0,0,0,0,0,90.89733387,0,12.15204021,0,0,0,0,0,0,0,0,0,90.89733387,12.15204021,0,0,0,0,0,0,0,0,0,0,77.04985948,0,0,25.99951461,0,0,0,0,0,0,0,0,21.45278492,4.547215082,0,0.875,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6.2636,75.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
16,0.153,0.144,0.842,0.8,323,379,842,800,0,152.9228346,2.294664927,2.294664927,1.115327968,1.115327968,0.393391154,17.0625,224.432,192.176,224.250401,96,0,-0.041428576,-0.065382383,0.065382383,0.041428576,0.6875,1.1875,1.75,14.19062841,9.986569311,2.130734623,-2.073818685,2.287659971,-1.92102335,4.664631438,0.459998355,2.79764588,1.707843374,132.9737366,11.47684521,11.47684521,11.47684521,7.931851653,7.931851653,7.931851653,5.767584714,5.767584714,4.190670698,4.190670698,3.042710979,3.042710979,0,6482.145504,14.0625,10.17301038,7.302469136,103.2075516,0,0,0,0,0,0,0,0,0,0,96.81523992,5.917906046,0,0,0,0,0,0,5.917906046,96.81523992,0,0,0,0,0,0,0,0,0,0,5.917906046,96.81523992,0,0,0,0,0,0,0,0,0,0,5.917906046,89.89150272,0,0,6.9237372,0,0,0,0,0,0,1.115327968,0,20.92334044,2.294664927,0,1,16,0,0,1,0,1,0,0,0,0,0,0,10,1,0,1,1,6.0975,73.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
16,0.136,0.128,0.849,0.81,334,387,849,810,0,162.5404724,2.394883866,2.394883866,0.342644729,0.342644729,0.351499158,14.5625,224.432,192.176,224.250401,96,0,-0.020307164,-0.085167837,0.085167837,0.020307164,0.9375,1.5,2.0625,14.10455623,9.926713872,2.04673667,-2.131466296,2.184033955,-2.001509533,4.941352633,0.517883427,2.190958846,3.438694046,170.9675568,12.4413113,12.18179828,12.18179828,7.454507022,7.148047142,7.148047142,6.258868132,6.258868132,2.937777235,2.937777235,1.795809535,1.795809535,-0.26,2127.42104,15.74,8.8422689,11.8127802,103.5237797,0,0,0,0,0,0,0,0,0,0,85.29565595,17.75371814,0,0,0,0,0,0,11.33289652,79.56443736,0,12.15204021,0,0,0,0,0,0,0,0,11.33289652,79.56443736,12.15204021,0,0,0,0,0,0,0,0,5.414990469,5.917906046,44.94575136,0,0,46.77072621,0,0,0,0,0,0.342644729,0.755000131,0,14.57243984,11.41324864,0,0.875,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5.9754,75.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
16,0.146,0.136,0.846,0.802,332,388,846,802,0,130.5857169,2.290220142,2.290220142,1.372777778,1.372777778,0.314904724,10.875,226.448,192.176,226.2660511,98,0,-0.053305973,-0.065382383,0.065382383,0.053305973,0.3125,0.5,0.6875,13.98776473,10.04601975,1.923234663,-2.018490412,2.120864729,-1.820880253,4.479764729,0.538019747,2.306121219,2.828262413,92.60593782,11.89949494,11.89949494,11.89949494,7.914213562,7.914213562,7.914213562,5.242640687,5.242640687,3.457106781,3.457106781,2.267766953,2.267766953,0,3682.875587,16,15,14,104.2133827,0,0,0,0,0,0,0,0,0,0,103.7389771,0,0,0,0,0,0,0,0,103.7389771,0,0,0,0,0,0,0,0,0,0,0,103.7389771,0,0,0,0,0,0,0,0,0,0,0,89.89150272,0,0,13.8474744,0,0,0,0,0,0,0,0,20.41955972,4.580440283,0,1,16,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6.4876,75.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
16,0.125,0.117,0.852,0.812,335,388,852,812,0,162.6594711,2.329664586,2.329664586,0.901449673,0.901449673,0.340385203,11.25,226.448,192.176,226.2660511,98,0,-0.047132576,-0.065382383,0.065382383,0.047132576,0.5625,0.9375,1.3125,14.0106717,10.022982,1.946800187,-2.040857894,2.130139804,-1.869463154,4.495047697,0.504282075,2.253285965,2.880310191,115.2067179,12.06263164,12.06263164,12.06263164,7.77005561,7.77005561,7.77005561,5.718055891,5.718055891,3.385027805,3.385027805,2.21679942,2.21679942,0,3073.482057,16,13.06666667,14,104.2133827,0,0,0,0,0,0,0,0,0,0,97.82107107,5.917906046,0,0,0,0,0,0,5.917906046,97.82107107,0,0,0,0,0,0,0,0,0,0,5.917906046,97.82107107,0,0,0,0,0,0,0,0,0,0,5.917906046,77.04985948,0,0,20.7712116,0,0,0,0,0,0,0.901449673,0,17.48370623,6.948177432,0,1,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6.3435,75.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
16,0.132,0.125,0.861,0.824,326,388,861,824,86.44829801,131.1667587,2.338378842,2.338378842,1.040474301,1.040474301,0.340385203,11.25,226.448,192.176,226.2660511,98,0,-0.041438638,-0.065382383,0.065382383,0.041438638,0.5,1,1.375,14.1239653,9.907275144,2.063729274,-2.152931042,2.220229099,-2.001786045,4.597495619,0.379392779,2.297124333,3.454017379,105.2067179,12.06263164,12.06263164,12.06263164,7.846065215,7.846065215,7.846065215,5.353371151,5.353371151,3.628775078,3.628775078,2.560839787,2.560839787,0,3374.475645,16,13.06666667,10.51555556,104.2133827,0,0,0,0,0,0,0,0,0,0,97.82107107,5.917906046,0,0,0,0,0,0,5.917906046,97.82107107,0,0,0,0,0,0,0,0,0,0,5.917906046,97.82107107,0,0,0,0,0,0,0,0,0,0,5.917906046,77.04985948,0,0,20.7712116,0,0,0,0,0,0,1.040474301,0,17.35473015,6.938128881,0,1,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6.3435,75.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
16,0.125,0.118,0.872,0.833,327,388,872,833,0,92.27157322,2.437244977,2.437244977,0.974251674,0.974251674,0.340385203,12.9375,226.448,192.176,226.2660511,98,0,-0.044280077,-0.065382383,0.065382383,0.044280077,0.5625,0.9375,1.5,14.06934598,9.962254306,2.007402805,-2.099644943,2.1705831,-1.943939279,4.54506529,0.435978864,2.281571895,3.05551458,117.2067179,12.06263164,12.06263164,12.06263164,7.808060412,7.808060412,7.808060412,5.510949109,5.510949109,3.600953631,3.600953631,2.337042908,2.337042908,0,3255.803095,16,13.06666667,12.07142857,104.2133827,0,0,0,0,0,0,0,0,0,0,97.82107107,5.917906046,0,0,0,0,0,0,5.917906046,97.82107107,0,0,0,0,0,0,0,0,0,0,5.917906046,97.82107107,0,0,0,0,0,0,0,0,0,0,5.917906046,77.04985948,0,0,20.7712116,0,0,0,0,0,0,0.974251674,0,17.33954455,7.019537112,0,1,16,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6.3435,75.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
