Dataset Size (%),RMSE,Prediction Time per Molecule (s),Test RMSE
20.0,2.97351469784775,0.0006511319565284023,2.7767566073137586
40.0,2.8996019403418813,0.0006511319565284023,2.7767566073137586
60.0,2.876892949372958,0.0006511319565284023,2.7767566073137586
80.0,2.857754831994348,0.0006511319565284023,2.7767566073137586
99.9,2.8659472943211326,0.0006511319565284023,2.7767566073137586
