hidden_dim,num_layers,learning_rate,batch_size,dropout,activation,optimizer,avg_test_loss,training_time
32,2,0.01,8,0.0,relu,adam,30.23096697829459,111.5122226715088
32,2,0.01,8,0.0,relu,rmsprop,32.84585769657695,85.76818895339966
32,2,0.01,8,0.0,relu,adagrad,38.96045098933605,120.33405666351318
32,2,0.01,8,0.0,leaky_relu,adam,23.697119049358804,165.673907995224
32,2,0.01,8,0.0,leaky_relu,rmsprop,16.685926135745618,144.56265678405762
32,2,0.01,8,0.0,leaky_relu,adagrad,36.147858318166996,163.9536183834076
32,2,0.01,8,0.0,sigmoid,adam,44.96177878735263,57.77457365989685
32,2,0.01,8,0.0,sigmoid,rmsprop,45.02097187764055,34.00366110801697
32,2,0.01,8,0.0,sigmoid,adagrad,44.97223749904457,140.42479920387268
32,2,0.01,8,0.0,elu,adam,32.03400456828808,79.35681872367859
32,2,0.01,8,0.0,elu,rmsprop,31.226264429898983,127.54187264442444
32,2,0.01,8,0.0,elu,adagrad,29.52350991723734,119.69050650596618
32,2,0.01,16,0.0,relu,adam,30.96854613242893,59.051841259002686
32,2,0.01,16,0.0,relu,rmsprop,29.24203643098884,64.69928240776062
32,2,0.01,16,0.0,relu,adagrad,36.714621540384556,67.09765281677247
32,2,0.01,16,0.0,leaky_relu,adam,25.21835376931987,94.31594424247741
32,2,0.01,16,0.0,leaky_relu,rmsprop,18.313608386975908,92.4669295310974
32,2,0.01,16,0.0,leaky_relu,adagrad,36.969043840180845,84.23712649345399
32,2,0.01,16,0.0,sigmoid,adam,45.02764654422025,25.058659934997557
32,2,0.01,16,0.0,sigmoid,rmsprop,45.093389862830485,18.76670684814453
32,2,0.01,16,0.0,sigmoid,adagrad,48.286725366224935,82.17964601516724
32,2,0.01,16,0.0,elu,adam,28.615873668390673,80.30100660324096
32,2,0.01,16,0.0,elu,rmsprop,28.70839040476248,79.61092114448547
32,2,0.01,16,0.0,elu,adagrad,29.214473328896624,60.09309482574463
32,2,0.01,32,0.0,relu,adam,28.68929786682129,43.876952743530275
32,2,0.01,32,0.0,relu,rmsprop,30.224554041082207,47.61273031234741
32,2,0.01,32,0.0,relu,adagrad,38.6243096334284,53.96342525482178
32,2,0.01,32,0.0,leaky_relu,adam,28.814639053344724,35.472519874572754
32,2,0.01,32,0.0,leaky_relu,rmsprop,21.04692858782682,50.631662654876706
32,2,0.01,32,0.0,leaky_relu,adagrad,39.22687101537531,31.465446949005127
32,2,0.01,32,0.0,sigmoid,adam,44.93696892131459,16.05673007965088
32,2,0.01,32,0.0,sigmoid,rmsprop,45.00051136363636,8.759209489822387
32,2,0.01,32,0.0,sigmoid,adagrad,50.01824526700106,49.216086626052856
32,2,0.01,32,0.0,elu,adam,29.450363630814984,41.45226607322693
32,2,0.01,32,0.0,elu,rmsprop,35.69957027088512,29.971080684661864
32,2,0.01,32,0.0,elu,adagrad,31.714190743186254,40.526069736480714
32,2,0.01,64,0.0,relu,adam,29.403192894799368,20.258523368835448
32,2,0.01,64,0.0,relu,rmsprop,31.736536829812188,33.76594872474671
32,2,0.01,64,0.0,relu,adagrad,38.24805849620274,29.502655458450317
32,2,0.01,64,0.0,leaky_relu,adam,28.53561795098441,24.88372187614441
32,2,0.01,64,0.0,leaky_relu,rmsprop,28.470232663835798,27.579504823684694
32,2,0.01,64,0.0,leaky_relu,adagrad,39.98476655142648,19.64436540603638
32,2,0.01,64,0.0,sigmoid,adam,44.8541632107326,8.93480749130249
32,2,0.01,64,0.0,sigmoid,rmsprop,44.84509992599487,7.642759513854981
32,2,0.01,64,0.0,sigmoid,adagrad,58.278850228445876,36.363827562332155
32,2,0.01,64,0.0,elu,adam,29.44449394771031,27.90604543685913
32,2,0.01,64,0.0,elu,rmsprop,31.569859300340926,26.410035610198975
32,2,0.01,64,0.0,elu,adagrad,30.44763533047267,28.918095350265503
32,2,0.01,128,0.0,relu,adam,32.202915927342005,17.62995824813843
32,2,0.01,128,0.0,relu,rmsprop,34.8538896560669,26.882183170318605
32,2,0.01,128,0.0,relu,adagrad,41.5554046358381,13.530387878417969
32,2,0.01,128,0.0,leaky_relu,adam,28.910779816763743,18.32442464828491
32,2,0.01,128,0.0,leaky_relu,rmsprop,32.5637809753418,20.161434984207155
32,2,0.01,128,0.0,leaky_relu,adagrad,40.651844351632256,17.32654514312744
32,2,0.01,128,0.0,sigmoid,adam,45.18982726505824,8.674593448638916
32,2,0.01,128,0.0,sigmoid,rmsprop,45.16285351344517,6.748694181442261
32,2,0.01,128,0.0,sigmoid,adagrad,80.04529484340122,28.748928451538085
32,2,0.01,128,0.0,elu,adam,29.760919761657714,16.14399333000183
32,2,0.01,128,0.0,elu,rmsprop,30.08480557032994,21.40621962547302
32,2,0.01,128,0.0,elu,adagrad,32.572519465855194,19.566346311569212
32,2,0.001,8,0.0,relu,adam,28.85746827677849,134.1760588645935
32,2,0.001,8,0.0,relu,rmsprop,28.380160356278815,129.58105592727662
32,2,0.001,8,0.0,relu,adagrad,42.28280827731167,76.74608778953552
32,2,0.001,8,0.0,leaky_relu,adam,28.438239353362025,149.67210750579835
32,2,0.001,8,0.0,leaky_relu,rmsprop,27.76190237165044,141.7689244747162
32,2,0.001,8,0.0,leaky_relu,adagrad,42.00332045730101,117.15965447425842
32,2,0.001,8,0.0,sigmoid,adam,44.278969926243526,106.23450736999511
32,2,0.001,8,0.0,sigmoid,rmsprop,39.93024741793991,135.3277406692505
32,2,0.001,8,0.0,sigmoid,adagrad,164.3844142100133,158.4710903644562
32,2,0.001,8,0.0,elu,adam,28.489406737521154,157.0359896183014
32,2,0.001,8,0.0,elu,rmsprop,28.214845913265822,140.69389338493346
32,2,0.001,8,0.0,elu,adagrad,41.41447650276193,138.39657330513
32,2,0.001,16,0.0,relu,adam,28.824085480576265,81.34854278564453
32,2,0.001,16,0.0,relu,rmsprop,29.12226692427189,68.79348268508912
32,2,0.001,16,0.0,relu,adagrad,42.42745252836735,48.144468784332275
