Training Data Size,Average Test MSE,Std Test MSE,Average Training Time (s)
0.01,84.69458204618198,1.3581668196282255,8.555443048477173
0.05,86.32091721586875,1.1377150994126508,16.849211931228638
0.1,84.02149294233543,0.6319761295823765,26.889858150482176
0.2,79.89314683688092,1.2796901898907513,48.116657400131224
0.4,75.27881810740828,1.1944180229428398,90.0654161453247
0.6,74.28987813853199,0.44418920632825093,131.22656931877137
0.8,72.93507900752809,0.8714693313937658,178.5377520084381
0.999,72.91704871193424,0.28823942111319567,212.0624701023102
