Training Data Size,Average Test MSE,Std Test MSE,Average Training Time (s)
0.01,2.7394775973103993,0.42130308798887317,2.7699880599975586
0.05,2.279419688842399,0.07474758731236318,4.048046970367432
0.1,2.4042413660733657,0.07939889154042525,5.712790203094483
0.2,2.181121488284851,0.08040099311746057,8.54036898612976
0.4,1.8178565082049345,0.08419726010026743,14.64394497871399
0.6,1.5628156006275908,0.10769599539529114,21.128768920898438
0.8,1.4603229322399267,0.07891904614914805,27.029744338989257
0.999,1.411729152259313,0.059179100406888126,33.482177591323854
