Train Size,Model Params,Train Params,Validation MSE
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",18.453011890167755
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",18.961139627131832
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",10.598910027037652
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",12.754502899738151
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.692401367932748
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",7.226917688624541
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",18.420901204395367
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",18.891344255114483
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",11.49071750568015
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",10.647980024476189
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.994641574182863
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",7.074846653379803
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",18.911947654385617
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",18.583029524238935
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",11.512138438444643
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",10.835191325909326
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.423598523608528
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",6.709816455237029
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",12.822084752512165
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",15.1182983429014
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",7.843710937418623
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",8.978960795757502
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.637607573923356
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",4.993570126816679
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",14.095463905441841
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",14.786909639460873
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",8.155932570334464
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",9.062578750512637
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.542371706104677
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",6.461782752761266
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",12.404659642842748
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",14.202147615977447
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",7.449603942375835
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",7.69658811368257
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.943563821851859
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",5.515811102410099
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",10.500006459103584
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",13.836166968485518
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",5.3462716354672555
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",5.484221197572689
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.26381004988646
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",6.4188973555582525
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",10.795156142407102
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",13.119616251687933
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",5.462104825704988
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",6.119666311994287
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.690877432564603
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",4.745395929452563
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",10.929574586000808
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",12.633614075466232
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",6.069778232263106
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",5.901394057698491
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.381923261692021
0.2,"{'optimizer': 'rmsprop', 'filters': 32, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",5.158091342853323
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",18.850659145847896
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",18.200021735976158
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",10.045849882766706
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",10.386521107597996
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.777325045219386
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",7.110133810643928
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",17.68591028273122
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",18.884173143249182
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",8.731838874353215
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",11.349274486634862
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.496244757245342
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",6.100891643149271
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",17.95969040249269
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",19.029498166315726
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",8.452711399001817
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",9.396549368092638
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.9305547165293335
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",7.168908827817212
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",12.589147479410617
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",14.039415982659145
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",7.0989705518219095
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",8.122468202086274
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",3.8714567930621073
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",5.059322885312629
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",13.20050307093779
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",16.3900875313572
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",7.23796688016772
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",8.592639242450863
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.4014740637940495
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",4.914937020432285
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",12.26630281855471
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",12.519855829411842
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",7.173231350839738
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",8.044608042663214
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.416727502555949
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",5.062904024591626
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",11.671515579179076
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",12.834840354634263
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",6.931584575447616
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",5.792970877780048
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.596751105279354
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",4.081746734949607
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",8.952874082065536
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",9.949562748098925
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",6.362348193394365
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",6.095572701663094
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.847294452294495
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",5.4877686175648694
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",9.040791788320666
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",11.18293179872613
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",5.240995896682444
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",5.3389077382621934
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.83046535156687
0.2,"{'optimizer': 'rmsprop', 'filters': 64, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",5.412784417444687
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",17.707143256230527
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",17.12029825794973
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",8.945056612305653
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",11.819258579295399
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.095672371334995
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",5.330678523117273
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",17.27704607679313
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",17.97175210124461
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",8.655659405697552
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",8.739160493563052
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.150087697319611
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",5.612037102835728
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",16.787460510364646
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",18.226099544681443
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",7.076743690142427
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",8.760532870724505
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.414702507526206
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 3, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",6.14705141399317
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",12.14658984639934
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",12.0081604888979
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",7.099087935034914
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",7.49203795120324
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",3.855386086431854
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",6.582254720665664
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",11.554512404390938
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",11.456051493409877
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",5.814248854104176
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",6.472050160065933
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",3.6810585504465365
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",7.095331224322585
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",10.5974440654811
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",13.247311442886774
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",5.471231632413561
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",6.838968393321652
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",4.608808013456536
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 5, 'dense_units': 64, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",4.615347762949076
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",8.164287239257186
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",9.719076263361462
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",5.844569574590247
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",5.828336881868232
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.232567520981416
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 16, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",4.1851231347076485
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",9.318707654798434
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",11.250885118471356
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 64}",4.730589222640152
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 2}","{'epochs': 100, 'batch_size': 128}",6.622455157947871
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 64}",5.436547849639455
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 32, 'num_layers': 3}","{'epochs': 100, 'batch_size': 128}",7.557511265536296
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 64}",9.315588601237991
0.2,"{'optimizer': 'rmsprop', 'filters': 128, 'kernel_size': 7, 'dense_units': 64, 'num_layers': 1}","{'epochs': 100, 'batch_size': 128}",9.878444669276467
