Time to Predict (per molecule),Test RMSE,MSE 1%,MSE 5%,MSE 10%,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 1%,Std 5%,Std 10%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.004966506805878286,0.9146526028197478,4.171748325963984,1.8370699271508517,1.4689276614700995,1.1896074811960236,1.0023514015170978,0.9333268413627902,0.8867175169727375,0.864292414561232,0.11966851028825193,0.019003828176493338,0.045199830959734795,0.019969512569287442,0.011039148202593843,0.005888068514405788,0.010366053877472352,0.007400697208433753
