Time to Predict (per molecule),Test RMSE,MSE 1%,MSE 5%,MSE 10%,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 1%,Std 5%,Std 10%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.023152929551486002,0.9088750576044338,0.9476338102193047,0.8324089017528753,0.8547847178696462,0.8522323367817426,0.8387240334007103,0.8724969593334835,0.7785748050931274,0.8761001465472631,0.013244936249739922,0.03833120328742372,0.030801516830966758,0.04085076096597845,0.01574047658984061,0.051567558078846665,0.03625763223703191,0.05916284361213048
