n_components,covariance_type,max_iter,init_params,reg_covar,avg_train_time,avg_mse
1,spherical,100,random,0.0001,0.01837186813354492,248.77973896361408
1,spherical,200,kmeans,1e-06,0.0379676342010498,248.77973896361408
1,spherical,200,kmeans,1e-05,0.03915481567382813,248.77973896361408
1,spherical,200,kmeans,0.0001,0.039313459396362306,248.77973896361408
1,spherical,200,random,1e-06,0.019514989852905274,248.77973896361408
1,spherical,200,random,1e-05,0.01926741600036621,248.77973896361408
1,spherical,200,random,0.0001,0.01952509880065918,248.77973896361408
1,spherical,300,kmeans,1e-06,0.03973851203918457,248.77973896361408
1,spherical,300,kmeans,1e-05,0.03964319229125977,248.77973896361408
1,spherical,300,kmeans,0.0001,0.03931407928466797,248.77973896361408
1,spherical,300,random,1e-06,0.01920328140258789,248.77973896361408
1,spherical,300,random,1e-05,0.017531633377075195,248.77973896361408
1,spherical,300,random,0.0001,0.017352533340454102,248.77973896361408
1,spherical,500,kmeans,1e-06,0.03722338676452637,248.77973896361408
1,spherical,500,kmeans,1e-05,0.041327285766601565,248.77973896361408
1,spherical,500,kmeans,0.0001,0.04023542404174805,248.77973896361408
1,spherical,500,random,1e-06,0.020293140411376955,248.77973896361408
1,spherical,500,random,1e-05,0.01910686492919922,248.77973896361408
1,spherical,500,random,0.0001,0.019340324401855468,248.77973896361408
1,spherical,1000,kmeans,1e-06,0.04010581970214844,248.77973896361408
1,spherical,1000,kmeans,1e-05,0.04074172973632813,248.77973896361408
1,spherical,1000,kmeans,0.0001,0.039864301681518555,248.77973896361408
1,spherical,1000,random,1e-06,0.02005314826965332,248.77973896361408
1,spherical,1000,random,1e-05,0.019120264053344726,248.77973896361408
1,spherical,1000,random,0.0001,0.019783449172973634,248.77973896361408
3,full,100,kmeans,1e-06,3.2105400562286377,225.20233199741318
3,full,100,kmeans,1e-05,2.8051796913146974,221.39964558209198
3,full,100,kmeans,0.0001,3.000404405593872,221.37335661526194
3,full,100,random,1e-06,4.66477222442627,220.31137922976194
3,full,100,random,1e-05,4.559627485275269,220.20299582162025
3,full,100,random,0.0001,3.829081153869629,221.69634710028785
3,full,200,kmeans,1e-06,3.419094610214233,225.20233199741318
3,full,200,kmeans,1e-05,2.9558289527893065,221.39964558209198
3,full,200,kmeans,0.0001,3.1136638164520263,221.37335661526194
3,full,200,random,1e-06,4.801828765869141,220.31137922976194
3,full,200,random,1e-05,4.585149526596069,220.20299582162025
3,full,200,random,0.0001,3.7444676876068117,221.69634710028785
3,full,300,kmeans,1e-06,3.4982566356658937,225.20233199741318
3,full,300,kmeans,1e-05,3.0689457416534425,221.39964558209198
3,full,300,kmeans,0.0001,3.3584458351135256,221.37335661526194
3,full,300,random,1e-06,5.005541181564331,220.31137922976194
3,full,300,random,1e-05,4.912565469741821,220.20299582162025
3,full,300,random,0.0001,4.030454158782959,221.69634710028785
3,full,500,kmeans,1e-06,3.6281282901763916,225.20233199741318
3,full,500,kmeans,1e-05,3.0748709201812745,221.39964558209198
3,full,500,kmeans,0.0001,3.272843360900879,221.37335661526194
3,full,500,random,1e-06,5.107424736022949,220.31137922976194
3,full,500,random,1e-05,4.888064050674439,220.20299582162025
3,full,500,random,0.0001,3.9763750553131105,221.69634710028785
3,full,1000,kmeans,1e-06,3.554677200317383,225.20233199741318
3,full,1000,kmeans,1e-05,3.113459825515747,221.39964558209198
3,full,1000,kmeans,0.0001,3.344838190078735,221.37335661526194
3,full,1000,random,1e-06,5.118207502365112,220.31137922976194
3,full,1000,random,1e-05,4.810153198242188,220.20299582162025
3,full,1000,random,0.0001,4.021082639694214,221.69634710028785
3,tied,100,kmeans,1e-06,0.6144073009490967,238.66748142497667
3,tied,100,kmeans,1e-05,0.6408152103424072,238.671391188854
3,tied,100,kmeans,0.0001,0.5110816478729248,238.64148086651113
3,tied,100,random,1e-06,0.28312978744506834,225.71524262756398
3,tied,100,random,1e-05,0.30788512229919435,225.91948090720697
3,tied,100,random,0.0001,0.38072772026062013,226.06424369498328
3,tied,200,kmeans,1e-06,0.6649031639099121,238.66748142497667
3,tied,200,kmeans,1e-05,0.6168047428131104,238.671391188854
3,tied,200,kmeans,0.0001,0.5185082912445068,238.64148086651113
3,tied,200,random,1e-06,0.2872156620025635,225.71524262756398
3,tied,200,random,1e-05,0.29440693855285643,225.91948090720697
3,tied,200,random,0.0001,0.29330053329467776,226.06424369498328
3,tied,300,kmeans,1e-06,0.631371021270752,238.66748142497667
3,tied,300,kmeans,1e-05,0.6367410659790039,238.671391188854
3,tied,300,kmeans,0.0001,0.5457408905029297,238.64148086651113
3,tied,300,random,1e-06,0.36491966247558594,225.71524262756398
3,tied,300,random,1e-05,0.29941573143005373,225.91948090720697
3,tied,300,random,0.0001,0.31143960952758787,226.06424369498328
3,tied,500,kmeans,1e-06,0.6456071853637695,238.66748142497667
3,tied,500,kmeans,1e-05,0.6425642490386962,238.671391188854
3,tied,500,kmeans,0.0001,0.5347097396850586,238.64148086651113
3,tied,500,random,1e-06,0.3052845001220703,225.71524262756398
3,tied,500,random,1e-05,0.2963115215301514,225.91948090720697
3,tied,500,random,0.0001,0.33870487213134765,226.06424369498328
3,tied,1000,kmeans,1e-06,0.6311923503875733,238.66748142497667
3,tied,1000,kmeans,1e-05,0.6254874229431152,238.671391188854
3,tied,1000,kmeans,0.0001,0.5318155765533448,238.64148086651113
3,tied,1000,random,1e-06,0.29564790725708007,225.71524262756398
3,tied,1000,random,1e-05,0.3013658046722412,225.91948090720697
3,tied,1000,random,0.0001,0.34961552619934083,226.06424369498328
3,diag,100,kmeans,1e-06,0.9525805950164795,218.6987749182386
3,diag,100,kmeans,1e-05,0.8966313362121582,217.92277084527126
3,diag,100,kmeans,0.0001,0.9270889759063721,217.39280799575954
3,diag,100,random,1e-06,0.559804105758667,214.81166053084817
3,diag,100,random,1e-05,0.5352353572845459,214.70657039133545
3,diag,100,random,0.0001,0.5041247844696045,215.07216250903585
3,diag,200,kmeans,1e-06,0.9967710018157959,218.6987749182386
3,diag,200,kmeans,1e-05,0.8937194347381592,217.92277084527126
3,diag,200,kmeans,0.0001,0.8971676826477051,217.39280799575954
3,diag,200,random,1e-06,0.5712991714477539,214.81166053084817
3,diag,200,random,1e-05,0.5622822761535644,214.70657039133545
3,diag,200,random,0.0001,0.5106835842132569,215.07216250903585
3,diag,300,kmeans,1e-06,0.9306986808776856,218.6987749182386
3,diag,300,kmeans,1e-05,0.8739898204803467,217.92277084527126
3,diag,300,kmeans,0.0001,0.9291455268859863,217.39280799575954
3,diag,300,random,1e-06,0.5427621364593506,214.81166053084817
3,diag,300,random,1e-05,0.5656775951385498,214.70657039133545
3,diag,300,random,0.0001,0.5459063529968262,215.07216250903585
3,diag,500,kmeans,1e-06,1.0403202056884766,218.6987749182386
3,diag,500,kmeans,1e-05,0.9451149463653564,217.92277084527126
3,diag,500,kmeans,0.0001,0.9562516689300538,217.39280799575954
3,diag,500,random,1e-06,0.5836638927459716,214.81166053084817
3,diag,500,random,1e-05,0.5484376907348633,214.70657039133545
3,diag,500,random,0.0001,0.5474826335906983,215.07216250903585
3,diag,1000,kmeans,1e-06,1.0175872325897217,218.6987749182386
3,diag,1000,kmeans,1e-05,0.9400190353393555,217.92277084527126
3,diag,1000,kmeans,0.0001,1.1198646068572997,217.39280799575954
3,diag,1000,random,1e-06,0.7002668857574463,214.81166053084817
3,diag,1000,random,1e-05,0.6638679027557373,214.70657039133545
3,diag,1000,random,0.0001,0.7974813938140869,215.07216250903585
3,spherical,100,kmeans,1e-06,0.3827101230621338,225.6494311875013
3,spherical,100,kmeans,1e-05,0.33729352951049807,225.6494311875013
3,spherical,100,kmeans,0.0001,0.35573596954345704,225.6494311875013
3,spherical,100,random,1e-06,0.22426362037658693,222.35244958026146
3,spherical,100,random,1e-05,0.21275177001953124,222.35244958026146
3,spherical,100,random,0.0001,0.21983613967895507,222.35244958026146
3,spherical,200,kmeans,1e-06,0.3222618579864502,225.6494311875013
3,spherical,200,kmeans,1e-05,0.32338266372680663,225.6494311875013
3,spherical,200,kmeans,0.0001,0.3076761722564697,225.6494311875013
3,spherical,200,random,1e-06,0.1980276107788086,222.35244958026146
3,spherical,200,random,1e-05,0.19003472328186036,222.35244958026146
3,spherical,200,random,0.0001,0.18950972557067872,222.35244958026146
3,spherical,300,kmeans,1e-06,0.289719820022583,225.6494311875013
3,spherical,300,kmeans,1e-05,0.29894537925720216,225.6494311875013
3,spherical,300,kmeans,0.0001,0.30365982055664065,225.6494311875013
3,spherical,300,random,1e-06,0.2005664348602295,222.35244958026146
3,spherical,300,random,1e-05,0.19722356796264648,222.35244958026146
3,spherical,300,random,0.0001,0.19738264083862306,222.35244958026146
3,spherical,500,kmeans,1e-06,0.29535470008850095,225.6494311875013
3,spherical,500,kmeans,1e-05,0.2922371864318848,225.6494311875013
3,spherical,500,kmeans,0.0001,0.29136953353881834,225.6494311875013
3,spherical,500,random,1e-06,0.19143424034118653,222.35244958026146
3,spherical,500,random,1e-05,0.1915041446685791,222.35244958026146
3,spherical,500,random,0.0001,0.19222121238708495,222.35244958026146
3,spherical,1000,kmeans,1e-06,0.3005260944366455,225.6494311875013
3,spherical,1000,kmeans,1e-05,0.2961853504180908,225.6494311875013
3,spherical,1000,kmeans,0.0001,0.3012713432312012,225.6494311875013
3,spherical,1000,random,1e-06,0.192960786819458,222.35244958026146
3,spherical,1000,random,1e-05,0.19482064247131348,222.35244958026146
3,spherical,1000,random,0.0001,0.19794197082519532,222.35244958026146
5,full,100,kmeans,1e-06,8.84410047531128,198.01958357400036
5,full,100,kmeans,1e-05,7.063335943222046,197.79681935914246
5,full,100,kmeans,0.0001,10.314008760452271,196.2285932942204
5,full,100,random,1e-06,9.988122415542602,194.3748986364742
5,full,100,random,1e-05,9.762556171417236,194.74046821625407
5,full,100,random,0.0001,9.129689359664917,194.7365129689349
5,full,200,kmeans,1e-06,7.483037519454956,198.01958357400036
5,full,200,kmeans,1e-05,6.838662767410279,197.79681935914246
5,full,200,kmeans,0.0001,9.77122449874878,196.2285932942204
5,full,200,random,1e-06,9.275375270843506,194.3748986364742
5,full,200,random,1e-05,9.044820499420165,194.74046821625407
5,full,200,random,0.0001,8.393480587005616,194.7365129689349
5,full,300,kmeans,1e-06,7.321543169021607,198.01958357400036
5,full,300,kmeans,1e-05,6.90032114982605,197.79681935914246
5,full,300,kmeans,0.0001,10.225172519683838,196.2285932942204
5,full,300,random,1e-06,10.19604058265686,194.3748986364742
5,full,300,random,1e-05,10.457567262649537,194.74046821625407
5,full,300,random,0.0001,9.654486799240113,194.7365129689349
5,full,500,kmeans,1e-06,7.702184104919434,198.01958357400036
5,full,500,kmeans,1e-05,7.346462345123291,197.79681935914246
5,full,500,kmeans,0.0001,9.955495452880859,196.2285932942204
5,full,500,random,1e-06,9.366341876983643,194.3748986364742
5,full,500,random,1e-05,9.213892126083374,194.74046821625407
5,full,500,random,0.0001,9.009732913970947,194.7365129689349
5,full,1000,kmeans,1e-06,7.691488981246948,198.01958357400036
5,full,1000,kmeans,1e-05,6.865010738372803,197.79681935914246
5,full,1000,kmeans,0.0001,10.652352952957154,196.2285932942204
5,full,1000,random,1e-06,9.925811529159546,194.3748986364742
5,full,1000,random,1e-05,10.07760729789734,194.74046821625407
5,full,1000,random,0.0001,9.013932466506958,194.7365129689349
5,tied,100,kmeans,1e-06,1.0385727405548095,205.05563410509794
5,tied,100,kmeans,1e-05,0.9996402263641357,205.3260385117995
5,tied,100,kmeans,0.0001,1.2447978019714356,205.0415418553326
5,tied,100,random,1e-06,0.4371026039123535,195.2265607461166
5,tied,100,random,1e-05,0.4342353820800781,194.93268789711445
5,tied,100,random,0.0001,0.46709380149841306,194.83995873908432
5,tied,200,kmeans,1e-06,1.0991683959960938,205.05563410509794
5,tied,200,kmeans,1e-05,1.12923903465271,205.3260385117995
5,tied,200,kmeans,0.0001,1.445512342453003,205.0415418553326
5,tied,200,random,1e-06,0.5117454528808594,195.2265607461166
5,tied,200,random,1e-05,0.5259469032287598,194.93268789711445
5,tied,200,random,0.0001,0.46810145378112794,194.83995873908432
5,tied,300,kmeans,1e-06,1.0978872776031494,205.05563410509794
5,tied,300,kmeans,1e-05,1.0285072326660156,205.3260385117995
5,tied,300,kmeans,0.0001,1.2506981372833252,205.0415418553326
5,tied,300,random,1e-06,0.4923095226287842,195.2265607461166
5,tied,300,random,1e-05,0.4483457565307617,194.93268789711445
5,tied,300,random,0.0001,0.4201491832733154,194.83995873908432
5,tied,500,kmeans,1e-06,0.9771890640258789,205.05563410509794
5,tied,500,kmeans,1e-05,0.9906973838806152,205.3260385117995
5,tied,500,kmeans,0.0001,1.218546724319458,205.0415418553326
5,tied,500,random,1e-06,0.4108256816864014,195.2265607461166
5,tied,500,random,1e-05,0.4192005157470703,194.93268789711445
5,tied,500,random,0.0001,0.4311832427978516,194.83995873908432
5,tied,1000,kmeans,1e-06,0.9834071636199951,205.05563410509794
5,tied,1000,kmeans,1e-05,0.9618752479553223,205.3260385117995
5,tied,1000,kmeans,0.0001,1.252901315689087,205.0415418553326
5,tied,1000,random,1e-06,0.43058204650878906,195.2265607461166
5,tied,1000,random,1e-05,0.439237117767334,194.93268789711445
5,tied,1000,random,0.0001,0.4574258327484131,194.83995873908432
5,diag,100,kmeans,1e-06,0.8305500984191895,195.58117195955862
5,diag,100,kmeans,1e-05,0.7553896903991699,194.8917625746777
5,diag,100,kmeans,0.0001,0.9517270088195801,199.35364666006964
5,diag,100,random,1e-06,0.8688516616821289,191.83335639015291
5,diag,100,random,1e-05,0.796524953842163,192.36445761789008
5,diag,100,random,0.0001,0.8036332130432129,196.90149131314294
5,diag,200,kmeans,1e-06,0.8161589145660401,195.58117195955862
5,diag,200,kmeans,1e-05,0.7561243534088135,194.8917625746777
5,diag,200,kmeans,0.0001,0.9009747982025147,199.35364666006964
5,diag,200,random,1e-06,0.7911056041717529,191.83335639015291
5,diag,200,random,1e-05,0.7603327751159668,192.36445761789008
5,diag,200,random,0.0001,0.8953153133392334,196.90149131314294
5,diag,300,kmeans,1e-06,0.8007265090942383,195.58117195955862
5,diag,300,kmeans,1e-05,0.7234150886535644,194.8917625746777
5,diag,300,kmeans,0.0001,0.887527322769165,199.35364666006964
5,diag,300,random,1e-06,0.8027938842773438,191.83335639015291
5,diag,300,random,1e-05,0.7615699768066406,192.36445761789008
5,diag,300,random,0.0001,0.7787461280822754,196.90149131314294
5,diag,500,kmeans,1e-06,0.7925045967102051,195.58117195955862
5,diag,500,kmeans,1e-05,0.7649982929229736,194.8917625746777
5,diag,500,kmeans,0.0001,0.877339220046997,199.35364666006964
5,diag,500,random,1e-06,0.7990179538726807,191.83335639015291
5,diag,500,random,1e-05,0.7050253391265869,192.36445761789008
5,diag,500,random,0.0001,0.769645881652832,196.90149131314294
5,diag,1000,kmeans,1e-06,0.7892702102661133,195.58117195955862
5,diag,1000,kmeans,1e-05,0.7272462844848633,194.8917625746777
5,diag,1000,kmeans,0.0001,0.8396548748016357,199.35364666006964
5,diag,1000,random,1e-06,0.7918849468231202,191.83335639015291
5,diag,1000,random,1e-05,0.6925859928131104,192.36445761789008
5,diag,1000,random,0.0001,0.7065696716308594,196.90149131314294
5,spherical,100,kmeans,1e-06,0.22682714462280273,201.6728943289338
5,spherical,100,kmeans,1e-05,0.22153911590576172,201.6728943289338
5,spherical,100,kmeans,0.0001,0.2040471076965332,201.6728943289338
5,spherical,100,random,1e-06,0.2558779239654541,198.4431411626021
5,spherical,100,random,1e-05,0.259705638885498,198.4431411626021
5,spherical,100,random,0.0001,0.26022768020629883,198.4431411626021
5,spherical,200,kmeans,1e-06,0.21205720901489258,201.6728943289338
5,spherical,200,kmeans,1e-05,0.19453077316284179,201.6728943289338
5,spherical,200,kmeans,0.0001,0.19064221382141114,201.6728943289338
5,spherical,200,random,1e-06,0.24982790946960448,198.4431411626021
5,spherical,200,random,1e-05,0.24998011589050292,198.4431411626021
5,spherical,200,random,0.0001,0.2429670810699463,198.4431411626021
5,spherical,300,kmeans,1e-06,0.18731074333190917,201.6728943289338
5,spherical,300,kmeans,1e-05,0.18923258781433105,201.6728943289338
5,spherical,300,kmeans,0.0001,0.201599645614624,201.6728943289338
5,spherical,300,random,1e-06,0.25780401229858396,198.4431411626021
5,spherical,300,random,1e-05,0.25101428031921386,198.4431411626021
5,spherical,300,random,0.0001,0.27657742500305177,198.4431411626021
5,spherical,500,kmeans,1e-06,0.18911776542663575,201.6728943289338
5,spherical,500,kmeans,1e-05,0.20020709037780762,201.6728943289338
5,spherical,500,kmeans,0.0001,0.197515869140625,201.6728943289338
5,spherical,500,random,1e-06,0.248673677444458,198.4431411626021
5,spherical,500,random,1e-05,0.24116091728210448,198.4431411626021
5,spherical,500,random,0.0001,0.2502721309661865,198.4431411626021
5,spherical,1000,kmeans,1e-06,0.21329269409179688,201.6728943289338
5,spherical,1000,kmeans,1e-05,0.20362677574157714,201.6728943289338
5,spherical,1000,kmeans,0.0001,0.20862607955932616,201.6728943289338
5,spherical,1000,random,1e-06,0.2552269458770752,198.4431411626021
5,spherical,1000,random,1e-05,0.2411728858947754,198.4431411626021
5,spherical,1000,random,0.0001,0.2840257167816162,198.4431411626021
10,full,100,kmeans,1e-06,19.992190742492674,163.61497198306424
10,full,100,kmeans,1e-05,19.136966466903687,160.26935115117894
10,full,100,kmeans,0.0001,17.875444889068604,159.74182475841567
10,full,100,random,1e-06,17.108305835723876,134.78101756919017
10,full,100,random,1e-05,16.72196955680847,138.41331024259298
10,full,100,random,0.0001,18.52911033630371,136.66068531344004
10,full,200,kmeans,1e-06,20.275635051727296,163.61497198306424
10,full,200,kmeans,1e-05,19.029239416122437,160.26935115117894
10,full,200,kmeans,0.0001,17.699044513702393,159.74182475841567
10,full,200,random,1e-06,17.221633529663087,134.78101756919017
10,full,200,random,1e-05,17.08654565811157,138.41331024259298
10,full,200,random,0.0001,19.119086074829102,136.66068531344004
10,full,300,kmeans,1e-06,20.326976346969605,163.61497198306424
10,full,300,kmeans,1e-05,18.896383333206177,160.26935115117894
10,full,300,kmeans,0.0001,20.043910598754884,159.74182475841567
10,full,300,random,1e-06,19.50994267463684,134.78101756919017
10,full,300,random,1e-05,18.44883985519409,138.41331024259298
10,full,300,random,0.0001,21.44922947883606,136.66068531344004
10,full,500,kmeans,1e-06,22.599884748458862,163.61497198306424
10,full,500,kmeans,1e-05,21.686843824386596,160.26935115117894
10,full,500,kmeans,0.0001,21.484587717056275,159.74182475841567
10,full,500,random,1e-06,19.647807693481447,134.78101756919017
10,full,500,random,1e-05,19.502811861038207,138.41331024259298
10,full,500,random,0.0001,23.353397417068482,136.66068531344004
10,full,1000,kmeans,1e-06,27.105438327789308,163.61497198306424
10,full,1000,kmeans,1e-05,24.82925763130188,160.26935115117894
10,full,1000,kmeans,0.0001,22.904804277420045,159.74182475841567
10,full,1000,random,1e-06,21.044867849349977,134.78101756919017
10,full,1000,random,1e-05,20.601824378967287,138.41331024259298
10,full,1000,random,0.0001,22.0329993724823,136.66068531344004
10,tied,100,kmeans,1e-06,5.294289636611938,155.13705958141787
10,tied,100,kmeans,1e-05,4.139046049118042,154.91257102818275
10,tied,100,kmeans,0.0001,3.5126909255981444,153.31555665651396
10,tied,100,random,1e-06,0.8617842197418213,146.49214676025483
10,tied,100,random,1e-05,0.9347841739654541,146.64201116664768
10,tied,100,random,0.0001,0.8728022098541259,145.62627901415857
10,tied,200,kmeans,1e-06,5.192368030548096,155.13705958141787
10,tied,200,kmeans,1e-05,4.103268957138061,154.91257102818275
10,tied,200,kmeans,0.0001,3.386078643798828,153.31555665651396
10,tied,200,random,1e-06,0.9497710227966308,146.49214676025483
10,tied,200,random,1e-05,0.8874370098114014,146.64201116664768
10,tied,200,random,0.0001,0.9177467823028564,145.62627901415857
10,tied,300,kmeans,1e-06,5.514121866226196,155.13705958141787
10,tied,300,kmeans,1e-05,4.509130859375,154.91257102818275
10,tied,300,kmeans,0.0001,3.6940078735351562,153.31555665651396
10,tied,300,random,1e-06,0.8714262485504151,146.49214676025483
10,tied,300,random,1e-05,0.9613185882568359,146.64201116664768
10,tied,300,random,0.0001,0.8616412162780762,145.62627901415857
10,tied,500,kmeans,1e-06,5.209959363937378,155.13705958141787
10,tied,500,kmeans,1e-05,4.413268423080444,154.91257102818275
10,tied,500,kmeans,0.0001,3.6663570404052734,153.31555665651396
10,tied,500,random,1e-06,0.9600822925567627,146.49214676025483
10,tied,500,random,1e-05,0.9746017456054688,146.64201116664768
10,tied,500,random,0.0001,0.9104601860046386,145.62627901415857
10,tied,1000,kmeans,1e-06,5.235593795776367,155.13705958141787
10,tied,1000,kmeans,1e-05,4.245650911331177,154.91257102818275
10,tied,1000,kmeans,0.0001,3.5985297203063964,153.31555665651396
10,tied,1000,random,1e-06,0.9209965229034424,146.49214676025483
10,tied,1000,random,1e-05,0.9012680053710938,146.64201116664768
10,tied,1000,random,0.0001,0.876864242553711,145.62627901415857
10,diag,100,kmeans,1e-06,1.125562858581543,149.61172098825085
10,diag,100,kmeans,1e-05,1.1169742584228515,145.7892527364989
10,diag,100,kmeans,0.0001,1.4832486152648925,148.88882166651598
10,diag,100,random,1e-06,1.4066489696502686,149.05600789372005
10,diag,100,random,1e-05,1.3376893043518066,153.67259478192454
10,diag,100,random,0.0001,1.2151522159576416,153.08665268066167
10,diag,200,kmeans,1e-06,1.1022843360900878,149.61172098825085
10,diag,200,kmeans,1e-05,1.2105326175689697,145.7892527364989
