Time to Predict (per molecule),Test RMSE,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.02903462202128649,1.3178102291197127,2.892000061228786,2.386165562654007,2.1299967772283064,1.9697825473809663,1.8472226437059553,0.04601336423444429,0.03955758443509239,0.012731903959950502,0.009790950095459341,0.01731262674509403
