Time to Predict (per molecule),Test RMSE,MSE 1%,MSE 5%,MSE 10%,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 1%,Std 5%,Std 10%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.017814883093625625,8.210708426082757,82.67674763972846,55.17989167750885,90.84199255118064,68.92303972945692,75.99148242131051,84.90333436936245,71.42803774598583,116.43440095731997,40.620261112517404,25.161782904452497,47.38607222757073,34.43492010357337,34.46218729145987,46.117387458107174,38.281272144737706,65.92646007381475
