Time to Predict (per molecule),Test RMSE,MSE 1%,MSE 5%,MSE 10%,MSE 20%,MSE 40%,MSE 60%,MSE 80%,MSE 99%,Std 1%,Std 5%,Std 10%,Std 20%,Std 40%,Std 60%,Std 80%,Std 99%
0.002831542519078829,9.775910038455551,115.0355430750212,100.44056265814545,94.74665257722556,107.15655430340232,109.39606530909946,110.89524065956341,105.93802119082393,105.20379792559035,23.806129637699613,17.15741805703342,18.96265918089244,14.304633714088204,19.305760159344313,24.55893367946949,16.874227321580445,15.814545678479957
